File;Incident ID;Incident Date;State;City Or County;Address;Victims Killed;Victims Injured;Total Victims;Suspects Killed;Suspects Injured;Suspects Arrested;Business/Location Name;FIPS;County;LZIP;Population;Crime Rate;Unemployment;PopulrVoteParty;Cost of Living;Median Income;Diversity Rank (Race);Diversity Rank (Gender)
MS;1087021;2018-04-08T00:00:00Z;Florida;Miami;1300 block of NW 63rd Terrace;2;2;4;0;0;0;;12086;Miami-Dade County;33030.0;2673837.0;42/1000;2.70%;R;$84609.15;$59423.45;3129.0;3121.0
MS;1086773;2018-04-06T00:00:00Z;Florida;Jacksonville;6100 block of Transylvania Ave;0;4;4;0;0;0;;12031;Duval County;32233.0;1016536.0;39/1000;3.12%;R;$70196.46;$69769.75;3056.0;3065.0
MS;1086966;2018-04-06T00:00:00Z;Virginia;Virginia Beach;5800 block of Pickering St;1;3;4;0;0;0;;51810;Virginia Beach city;23456.0;455618.0;23/1000;2.88%;D;$88305.94;$90928.52;2825.0;2926.0
MS;1084847;2018-04-04T00:00:00Z;Louisiana;New Orleans;3300 Garden Oaks Drive;2;2;4;0;0;0;;22071;Orleans Parish;70113.0;369749.0;55/1000;4.69%;R;$74320.90;$62954.70;2900.0;2920.0
MS;1083552;2018-04-02T00:00:00Z;Texas;Houston;8500 block of Redcliff Rd;1;3;4;0;0;0;;48201;Harris County;77338.0;4780913.0;41/1000;4.41%;R;$68223.99;$73169.57;3132.0;3131.0
MS;1082835;2018-04-01T00:00:00Z;Michigan;Saginaw;600 block of Yale St;0;5;5;0;0;0;;26145;Saginaw County;48604.0;188330.0;24/1000;5.90%;D;$67367.24;$62738.04;2944.0;2894.0
MS;1083011;2018-04-01T00:00:00Z;Alabama;Mobile;3556 Halls Mill Rd;1;4;5;0;0;3;;1097;Mobile County;36608.0;411411.0;47/1000;3.35%;R;$71947.38;$62409.46;3021.0;2981.0
MS;1082273;2018-03-31T00:00:00Z;New Jersey;Asbury Park;Atlantic Ave and Monmouth Ave;0;5;5;0;0;0;;34025;Monmouth County;7712.0;644098.0;15/1000;3.42%;D;$96851.86;$128125.30;3025.0;3038.0
MS;1080234;2018-03-29T00:00:00Z;Texas;Plano;7401 Alma Dr;1;3;4;0;0;1;;48085;Collin County;75002.0;1158696.0;14/1000;3.27%;R;$84922.45;$116514.98;3079.0;3099.0
MS;1080442;2018-03-29T00:00:00Z;New Jersey;Camden;Kaighn Ave and Haddon Ave;0;4;4;0;0;0;;34007;Camden County;8037.0;524907.0;28/1000;4.18%;D;$80346.28;$90951.12;2954.0;3005.0
MS;1077180;2018-03-24T00:00:00Z;Utah;Salt Lake City (West Valley City);3180 South 5600 West;0;4;4;0;0;0;;49035;Salt Lake County;84020.0;1186257.0;49/1000;2.35%;R;$80188.94;$89468.38;3111.0;3103.0
MS;1074886;2018-03-21T00:00:00Z;California;San Francisco;949 Geneva Ave;0;5;5;1;0;0;;6075;San Francisco County;94110.0;808437.0;68/1000;2.62%;D;$142391.32;$135125.17;3003.0;3009.0
MS;1071427;2018-03-17T00:00:00Z;Kentucky;Louisville;2928 W Kentucky St;0;7;7;0;0;1;;21111;Jefferson County;40118.0;773399.0;50/1000;3.92%;R;$72346.97;$75863.96;3067.0;3039.0
MS;1071381;2018-03-17T00:00:00Z;Illinois;Harvey;16700 S Halsted St;0;4;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;1078612;2018-03-13T00:00:00Z;Florida;Macclenny;South Blvd;0;4;4;0;0;1;;12003;Baker County;32063.0;27803.0;16/1000;2.83%;R;$64611.61;$74980.89;1523.0;1346.0
MS;1068615;2018-03-12T00:00:00Z;California;Modesto;2000 block of Robertson Rd;0;4;4;0;0;0;;6099;Stanislaus County;95316.0;551275.0;39/1000;5.74%;D;$79599.24;$69057.13;3064.0;3043.0
MS;1067061;2018-03-11T00:00:00Z;Indiana;South Bend;800 block of E Dayton St;0;6;6;0;0;2;;18141;St. Joseph County;46601.0;272234.0;38/1000;3.52%;R;$73174.85;$70076.77;2705.0;2847.0
MS;1067264;2018-03-11T00:00:00Z;Illinois;Champaign;700 block of N Hickory St;1;3;4;0;0;0;;17019;Champaign County;61878.0;206542.0;34/1000;3.90%;D;$76261.40;$84634.09;2918.0;2831.0
MS;1067296;2018-03-11T00:00:00Z;Michigan;Saginaw;Cumberland Ave and Hess St;1;4;5;0;0;0;;26145;Saginaw County;48604.0;188330.0;24/1000;5.90%;D;$67367.24;$62738.04;2944.0;2894.0
MS;1066594;2018-03-09T00:00:00Z;North Carolina;Wadesboro;1300 E Caswell St;3;1;4;0;0;1;;37007;Anson County;28170.0;22202.0;32/1000;4.56%;D;$62237.10;$52531.39;809.0;1293.0
MS;1064514;2018-03-07T00:00:00Z;Alabama;Hurtsboro;531 Main Street;2;2;4;0;0;1;;1113;Russell County;36869.0;58555.0;40/1000;2.67%;R;$71282.96;$55667.32;1736.0;2012.0
MS;1062466;2018-03-04T00:00:00Z;Illinois;Rockford;426 Howard Ave;1;4;5;0;0;1;;17201;Winnebago County;61103.0;282188.0;40/1000;6.16%;D;$70741.38;$68735.73;2977.0;2933.0
MS;1061748;2018-03-03T00:00:00Z;New York;Brooklyn;Kings Highway and Utica Avenue;1;3;4;0;0;0;;36047;Kings County;11208.0;2590516.0;21/1000;6.24%;D;$115425.65;$70138.38;3113.0;3126.0
MS;1062123;2018-03-03T00:00:00Z;Florida;Miami;1300 Block of NW 62nd Ln;0;4;4;0;0;0;;12086;Miami-Dade County;33030.0;2673837.0;42/1000;2.70%;R;$84609.15;$59423.45;3129.0;3121.0
MS;1059559;2018-02-27T00:00:00Z;Connecticut;Bridgeport;1306 Stratford Ave;0;4;4;0;0;0;;9001;Fairfield County;6851.0;959768.0;16/1000;4.32%;D;$104217.94;$121937.65;3047.0;3074.0
MS;1057518;2018-02-26T00:00:00Z;Michigan;Detroit;22700 Fenkell Ave;4;0;4;1;0;0;;26163;Wayne County;48134.0;1757043.0;42/1000;4.86%;D;$70843.33;$62254.41;3127.0;3124.0
MS;1056240;2018-02-23T00:00:00Z;Florida;Palm Beach Gardens (Riviera Beach);W 23rd St;1;3;4;0;0;0;;12099;Palm Beach County;33409.0;1518477.0;32/1000;2.99%;R;$84015.42;$80472.36;3059.0;3077.0
MS;1052372;2018-02-18T00:00:00Z;Texas;San Antonio;2893 Cinema Ridge;0;5;5;0;0;0;;48029;Bexar County;78109.0;2059530.0;50/1000;3.84%;R;$66248.04;$69862.16;3123.0;3122.0
MS;1052035;2018-02-17T00:00:00Z;Kansas;Kansas City;1615 Minnesota;1;7;8;0;0;0;;20209;Wyandotte County;66102.0;165746.0;4/1000;3.60%;R;$75127.92;$56866.65;2490.0;2818.0
MS;1051407;2018-02-17T00:00:00Z;Tennessee;Memphis;3188 N Watkins Ave;0;5;5;0;0;0;;47157;Shelby County;38106.0;916371.0;61/1000;4.73%;R;$65028.53;$67305.37;3104.0;3095.0
MS;1051291;2018-02-16T00:00:00Z;Oklahoma;Oklahoma City;1700 block of SW 15;1;3;4;0;0;2;;40109;Oklahoma County;73008.0;802559.0;40/1000;3.03%;R;$73135.65;$70635.37;2878.0;3051.0
MS;1049217;2018-02-14T00:00:00Z;Florida;Pompano Beach (Parkland);5901 Pine Island Rd;17;17;34;0;0;1;;12011;Broward County;33063.0;1947026.0;34/1000;2.95%;R;$84998.59;$73116.17;3110.0;3107.0
MS;1049024;2018-02-13T00:00:00Z;Louisiana;New Orleans;5400 block of Andry St;2;3;5;0;0;2;;22071;Orleans Parish;70113.0;369749.0;55/1000;4.69%;R;$74320.90;$62954.70;2900.0;2920.0
MS;1047761;2018-02-11T00:00:00Z;Michigan;Detroit;19432 Lamont St;3;3;6;1;0;1;;26163;Wayne County;48134.0;1757043.0;42/1000;4.86%;D;$70843.33;$62254.41;3127.0;3124.0
MS;1046961;2018-02-10T00:00:00Z;Kentucky;Paintsville;413 Mill St;4;0;4;1;0;0;;21115;Johnson County;41240.0;22244.0;7/1000;6.27%;R;$60717.01;$48332.70;2152.0;1679.0
MS;1044234;2018-02-07T00:00:00Z;Florida;Lake Worth (Lantana);I-95 and W Lantana Rd;2;3;5;1;0;0;;12099;Palm Beach County;33409.0;1518477.0;32/1000;2.99%;R;$84015.42;$80472.36;3059.0;3077.0
MS;1043447;2018-02-05T00:00:00Z;Colorado;Colorado Springs;4225 Galley Rd;1;4;5;1;0;0;;8041;El Paso County;80831.0;740567.0;31/1000;3.36%;D;$81770.59;$84155.59;2997.0;3072.0
MS;1042280;2018-02-03T00:00:00Z;Ohio;Cleveland (Garfield Heights);11321 Broadway Ave;1;5;6;0;0;0;;39035;Cuyahoga County;44141.0;1236041.0;33/1000;5.14%;R;$66327.70;$70358.12;3117.0;3106.0
MS;1040815;2018-01-31T00:00:00Z;Missouri;St Louis;Goodfellow Blvd and Dr Martin Luther King Dr;0;4;4;0;0;0;;29189;St. Louis County;63074.0;990414.0;29/1000;2.50%;R;$74576.04;$90980.90;3087.0;3086.0
MS;1037529;2018-01-28T00:00:00Z;Pennsylvania;Melcroft;1301 Indian Creek Valley Rd;4;0;4;1;0;0;;42051;Fayette County;15401.0;125755.0;24/1000;6.49%;D;$66344.51;$64465.16;2605.0;2567.0
MS;1037515;2018-01-28T00:00:00Z;Indiana;Indianapolis;1313 N Sherman Dr;2;2;4;0;1;1;;18097;Marion County;46224.0;969466.0;58/1000;3.26%;R;$75675.02;$64359.40;3054.0;3067.0
MS;1038429;2018-01-28T00:00:00Z;Pennsylvania;Reading;123 S 3rd St;4;0;4;0;0;1;;42011;Berks County;19533.0;430449.0;18/1000;4.51%;D;$77582.51;$79812.11;2949.0;2878.0
MS;1037438;2018-01-27T00:00:00Z;Kentucky;Bowling Green;645 Pearl Street;0;4;4;0;0;0;;21227;Warren County;42101.0;139843.0;26/1000;3.69%;R;$72804.40;$65770.27;2625.0;2681.0
MS;1037541;2018-01-27T00:00:00Z;California;Los Angeles;243 East 119th St;0;5;5;0;0;0;;6037;Los Angeles County;90210.0;9721138.0;32/1000;5.17%;D;$97766.39;$78729.84;3134.0;3134.0
MS;1035803;2018-01-25T00:00:00Z;District of Columbia;Washington;1600 block of Kenilworth Ave NE;0;4;4;0;0;0;;11001;District of Columbia;20011.0;671803.0;61/1000;4.91%;D;$120289.64;$116607.39;3077.0;3076.0
MS;1033262;2018-01-23T00:00:00Z;Kentucky;Benton;416 High School Rd;2;14;16;0;0;1;;21157;Marshall County;42025.0;31777.0;13/1000;4.24%;R;$69812.48;$76260.32;1980.0;1541.0
MS;1034205;2018-01-23T00:00:00Z;Pennsylvania;Philadelphia;N 24th St and Ridge Ave;0;4;4;0;0;0;;42101;Philadelphia County;19140.0;1567258.0;42/1000;5.71%;D;$78477.67;$56599.68;3098.0;3100.0
MS;1032393;2018-01-21T00:00:00Z;Florida;Orlando;3101 Willow Bend Blvd;0;4;4;0;0;2;;12095;Orange County;34787.0;1452726.0;38/1000;2.96%;R;$78305.69;$69132.09;3083.0;3093.0
MS;1031851;2018-01-21T00:00:00Z;Illinois;Chicago;3200 W Division St;0;4;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;1029095;2018-01-17T00:00:00Z;District of Columbia;Washington;2000 block of 16th St SE;1;3;4;0;0;1;;11001;District of Columbia;20011.0;671803.0;61/1000;4.91%;D;$120289.64;$116607.39;3077.0;3076.0
MS;1042072;2018-01-15T00:00:00Z;Florida;Alachua;14223 NW 156th Pl;0;5;5;0;0;2;;12001;Alachua County;32609.0;284030.0;33/1000;2.89%;R;$73451.16;$77956.63;2836.0;2893.0
MS;1026804;2018-01-14T00:00:00Z;Alabama;Eutaw;809 Mesopotamia St;1;4;5;0;0;0;;1063;Greene County;35462.0;7422.0;25/1000;4.58%;R;$66254.91;$38505.98;1079.0;803.0
MS;1027013;2018-01-14T00:00:00Z;Alabama;Madison;101 Westchester Dr;0;4;4;0;0;1;;1089;Madison County;35811.0;403565.0;37/1000;2.18%;R;$76140.59;$87831.62;2823.0;2897.0
MS;1025673;2018-01-12T00:00:00Z;Tennessee;Nashville;2614 Jenkins Ct;3;2;5;0;0;1;;47037;Davidson County;37210.0;708144.0;47/1000;2.89%;R;$76713.77;$74837.13;3044.0;3026.0
MS;1025272;2018-01-11T00:00:00Z;Missouri;St Robert;St Robert Outer Road and Houston Road;2;2;4;0;0;1;;29169;Pulaski County;65583.0;53941.0;18/1000;3.04%;R;$70162.74;$66286.76;1350.0;2037.0
MS;1022067;2018-01-07T00:00:00Z;Alabama;Union Springs;US-29;1;5;6;0;0;0;;1011;Bullock County;36089.0;10202.0;22/1000;2.89%;R;$68845.69;$44495.45;821.0;383.0
MS;1022055;2018-01-07T00:00:00Z;Florida;Plantation;5225 W Broward Blvd;0;4;4;0;0;0;;12115;Sarasota County;34231.0;462286.0;20/1000;2.96%;R;$80502.80;$80030.82;2688.0;2822.0
MS;1021788;2018-01-05T00:00:00Z;Mississippi;Hattiesburg;6168 US 49;0;6;6;0;0;1;;28035;Forrest County;39401.0;78110.0;38/1000;3.90%;R;$65893.84;$52137.09;2137.0;2172.0
MS;1020574;2018-01-04T00:00:00Z;Arkansas;Brinkley;615 W 6th St;1;3;4;0;0;1;;5095;Monroe County;72021.0;6564.0;36/1000;4.63%;R;$59040.92;$51970.75;216.0;382.0
MS;1018295;2018-01-01T00:00:00Z;Alabama;Huntsville;2025 Sparkman Dr NW;1;3;4;0;0;0;;1089;Madison County;35811.0;403565.0;37/1000;2.18%;R;$76140.59;$87831.62;2823.0;2897.0
MS;1582816;2019-12-29T00:00:00Z;Illinois;Danville;1803 block of Westview Ave;0;5;5;0;0;0;;17183;Vermilion County;61812.0;72337.0;47/1000;5.26%;D;$72921.01;$60739.84;2833.0;2705.0
MS;1582197;2019-12-29T00:00:00Z;New York;Buffalo;50 block of Henrietta Ave;1;3;4;0;0;0;;36029;Erie County;14224.0;950312.0;27/1000;3.72%;D;$80310.56;$80262.88;3053.0;3062.0
MS;1583444;2019-12-29T00:00:00Z;California;Ceres;800 block of Allacante Dr;0;5;5;0;0;0;;6099;Stanislaus County;95316.0;551275.0;39/1000;5.74%;D;$79599.24;$69057.13;3064.0;3043.0
MS;1581590;2019-12-27T00:00:00Z;California;Modesto;1900 block of Vernon Ave;1;3;4;0;0;0;;6099;Stanislaus County;95316.0;551275.0;39/1000;5.74%;D;$79599.24;$69057.13;3064.0;3043.0
MS;1581103;2019-12-27T00:00:00Z;Texas;Houston;500 block of Smart St;2;7;9;0;0;4;;48201;Harris County;77338.0;4780913.0;41/1000;4.41%;R;$68223.99;$73169.57;3132.0;3131.0
MS;1581476;2019-12-27T00:00:00Z;Georgia;Kennesaw;1575 Ridenour Pkwy NW;0;4;4;0;0;0;;13067;Cobb County;30060.0;771952.0;26/1000;2.65%;D;$79399.99;$98035.19;2873.0;2942.0
MS;1580308;2019-12-26T00:00:00Z;Florida;St Petersburg;4300 6th St S;0;5;5;0;0;0;;12103;Pinellas County;33770.0;961739.0;38/1000;2.72%;R;$76608.95;$74353.50;2972.0;3027.0
MS;1579889;2019-12-25T00:00:00Z;California;Oakland;2100 block of 34th Ave;0;4;4;0;0;0;;6001;Alameda County;94545.0;1628997.0;43/1000;3.41%;D;$117679.02;$122820.72;3114.0;3116.0
MS;1579970;2019-12-25T00:00:00Z;Iowa;Coralville;954 Boston Way;1;3;4;0;0;2;;19103;Johnson County;52240.0;156420.0;20/1000;2.31%;R;$78323.42;$97596.73;2322.0;2583.0
MS;1579856;2019-12-25T00:00:00Z;Virginia;Richmond;1800 E Main St;1;3;4;0;0;0;;51760;Richmond city;23219.0;229395.0;44/1000;3.52%;D;$76501.36;$66234.39;2850.0;2864.0
MS;1579266;2019-12-24T00:00:00Z;Louisiana;New Orleans;6400 block of General Meyer Ave;0;4;4;0;0;0;;22071;Orleans Parish;70113.0;369749.0;55/1000;4.69%;R;$74320.90;$62954.70;2900.0;2920.0
MS;1594317;2019-12-24T00:00:00Z;Illinois;Joliet;1200 block of Cutter Ave;0;5;5;0;0;0;;17197;Will County;60468.0;696757.0;14/1000;4.83%;D;$89982.39;$104613.04;3097.0;3058.0
MS;1579220;2019-12-24T00:00:00Z;North Carolina;High Point;1226 Montlieu Ave;0;6;6;0;0;0;;37081;Guilford County;27262.0;546101.0;32/1000;4.27%;D;$68674.43;$69161.87;2963.0;3011.0
MS;1577577;2019-12-22T00:00:00Z;Maryland;Baltimore;225 Park Ave;0;7;7;0;0;0;;24510;Baltimore city;21230.0;569931.0;73/1000;4.46%;D;$70955.47;$64801.96;3055.0;3025.0
MS;1577688;2019-12-22T00:00:00Z;Minnesota;Minneapolis (Spring Lake Park);8407 Plaza Blvd NE;1;7;8;0;0;0;;27053;Hennepin County;55369.0;1260121.0;32/1000;2.54%;D;$92792.94;$108344.52;3116.0;3119.0
MS;1577518;2019-12-22T00:00:00Z;Illinois;Chicago;5700 block of S May St;0;12;12;0;1;2;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;1578711;2019-12-21T00:00:00Z;Louisiana;Edgard;2555 LA-18;0;4;4;0;0;1;;22095;St. John the Baptist Parish;70049.0;39864.0;27/1000;5.25%;R;$74718.69;$65974.60;1393.0;1562.0
MS;1577046;2019-12-20T00:00:00Z;Mississippi;Waynesboro;Turner St;1;6;7;0;0;1;;28153;Wayne County;39367.0;19681.0;0;5.12%;R;$60172.98;$55572.85;1515.0;765.0
MS;1577438;2019-12-20T00:00:00Z;Alabama;Tuskegee;2900 block of Davison St;2;2;4;0;0;0;;1087;Macon County;36075.0;18516.0;38/1000;3.95%;R;$66677.84;$50030.05;1436.0;1074.0
MS;1575175;2019-12-18T00:00:00Z;Texas;San Antonio;2418 SW Military Dr;0;4;4;0;0;4;;48029;Bexar County;78109.0;2059530.0;50/1000;3.84%;R;$66248.04;$69862.16;3123.0;3122.0
MS;1573754;2019-12-17T00:00:00Z;Montana;Great Falls;1701 10th Ave S;3;1;4;1;0;0;;30013;Cascade County;59468.0;84864.0;40/1000;2.70%;R;$73824.92;$66136.84;2542.0;2665.0
MS;1572275;2019-12-15T00:00:00Z;Georgia;Columbus;600 block of 32nd St;1;4;5;0;0;0;;13215;Muscogee County;31820.0;202616.0;54/1000;4.29%;D;$66898.06;$61685.55;2700.0;2753.0
MS;1573471;2019-12-14T00:00:00Z;California;Ivanhoe;15700 block of Paradise Ave;0;4;4;0;0;0;;6107;Tulare County;93267.0;477544.0;28/1000;8.89%;D;$71063.40;$54760.63;3096.0;3044.0
MS;1571348;2019-12-12T00:00:00Z;Missouri;St Louis;9900 block of Lewis and Clark Blvd;1;3;4;0;0;1;;29189;St. Louis County;63074.0;990414.0;29/1000;2.50%;R;$74576.04;$90980.90;3087.0;3086.0
MS;1568230;2019-12-10T00:00:00Z;New Jersey;Jersey City;223 Martin Luther King Dr;4;3;7;2;0;0;;34017;Hudson County;7094.0;703366.0;18/1000;3.76%;D;$94387.86;$78058.29;3007.0;2990.0
MS;1567932;2019-12-08T00:00:00Z;Texas;Desoto;200 block of W Wintergreen Rd;2;3;5;0;0;0;;48113;Dallas County;75146.0;2600840.0;36/1000;3.85%;R;$72227.78;$68960.61;3125.0;3129.0
MS;1567231;2019-12-08T00:00:00Z;Louisiana;New Orleans;3801 Washington Ave;1;4;5;0;0;0;;22071;Orleans Parish;70113.0;369749.0;55/1000;4.69%;R;$74320.90;$62954.70;2900.0;2920.0
MS;1565216;2019-12-06T00:00:00Z;Florida;Pensacola;280 Taylor Rd;3;8;11;1;0;0;;12033;Escambia County;32503.0;324878.0;38/1000;3.13%;R;$68669.41;$66620.48;2687.0;2871.0
MS;1564524;2019-12-04T00:00:00Z;Alabama;Montgomery;500 Eastdale Rd S;2;2;4;0;0;0;;1101;Montgomery County;36107.0;226361.0;47/1000;3.17%;R;$74899.78;$64886.16;2967.0;2873.0
MS;1562685;2019-12-01T00:00:00Z;Michigan;Kalamazoo;6300 block of Proctor St;1;3;4;0;0;1;;26077;Kalamazoo County;49006.0;261173.0;35/1000;4.11%;D;$72649.45;$79515.35;2916.0;2902.0
MS;1562043;2019-12-01T00:00:00Z;Louisiana;Cotton Valley;116 Hawthorne Loop;2;3;5;0;0;1;;22119;Webster Parish;71018.0;35643.0;21/1000;4.33%;R;$65923.69;$39493.79;2072.0;1643.0
MS;1561966;2019-12-01T00:00:00Z;Louisiana;New Orleans;2000 block of N Dorgenois St;2;2;4;0;0;0;;22071;Orleans Parish;70113.0;369749.0;55/1000;4.69%;R;$74320.90;$62954.70;2900.0;2920.0
MS;1561813;2019-12-01T00:00:00Z;Illinois;Aurora;700 block of S 5th St;1;4;5;0;0;0;;17089;Kane County;60175.0;514182.0;15/1000;4.72%;D;$88141.28;$97553.61;3080.0;3035.0
MS;1561734;2019-12-01T00:00:00Z;Louisiana;New Orleans;700 block of Canal St;0;11;11;0;1;2;;22071;Orleans Parish;70113.0;369749.0;55/1000;4.69%;R;$74320.90;$62954.70;2900.0;2920.0
MS;1561398;2019-11-30T00:00:00Z;Arkansas;Hensley;6500 block of E Sardis Rd;0;5;5;0;0;1;;5119;Pulaski County;72209.0;399145.0;66/1000;3.61%;R;$69854.46;$69916.59;2987.0;2971.0
MS;1560645;2019-11-29T00:00:00Z;Texas;Amarillo;2650 Dumas Dr;0;7;7;0;0;0;;48375;Potter County;79106.0;115645.0;53/1000;3.31%;R;$65517.05;$54113.73;2539.0;2652.0
MS;1559257;2019-11-27T00:00:00Z;New York;Bronx;E 153rd St and Courtlandt Ave;0;5;5;0;0;1;;36005;Bronx County;10456.0;1379946.0;22/1000;8.45%;D;$102815.48;$48566.82;3094.0;3118.0
MS;1558067;2019-11-25T00:00:00Z;Florida;Brownsville;NW 29th Ave and 44th St;2;2;4;0;0;2;;12086;Miami-Dade County;33030.0;2673837.0;42/1000;2.70%;R;$84609.15;$59423.45;3129.0;3121.0
MS;1557006;2019-11-24T00:00:00Z;Alabama;Birmingham;7 15th St W;1;4;5;0;0;0;;1073;Jefferson County;35204.0;665409.0;47/1000;2.65%;R;$78158.24;$72559.63;3089.0;3042.0
MS;1556633;2019-11-24T00:00:00Z;California;Los Angeles;100 block of E 11th St;0;6;6;0;0;0;;6037;Los Angeles County;90210.0;9721138.0;32/1000;5.17%;D;$97766.39;$78729.84;3134.0;3134.0
MS;1556984;2019-11-24T00:00:00Z;Louisiana;Cottonport;3846 LA-29;2;2;4;0;0;1;;22009;Avoyelles Parish;71327.0;38751.0;31/1000;4.35%;R;$64819.82;$50716.99;1995.0;1364.0
MS;1555879;2019-11-23T00:00:00Z;California;Los Angeles;833 S Spring St;0;4;4;0;0;1;;6037;Los Angeles County;90210.0;9721138.0;32/1000;5.17%;D;$97766.39;$78729.84;3134.0;3134.0
MS;1556002;2019-11-23T00:00:00Z;Louisiana;Tallulah;Depot St;1;6;7;0;0;1;;22065;Madison Parish;71282.0;9478.0;15/1000;5.29%;R;$63872.53;$37241.95;898.0;634.0
MS;1554807;2019-11-21T00:00:00Z;Washington;Everett;120 West Casino Rd;0;4;4;0;0;1;;53061;Snohomish County;98204.0;840079.0;28/1000;3.36%;D;$97752.84;$104188.96;3018.0;3080.0
MS;1555135;2019-11-21T00:00:00Z;California;Long Beach;1100 block of 10th St;0;5;5;0;0;0;;6037;Los Angeles County;90210.0;9721138.0;32/1000;5.17%;D;$97766.39;$78729.84;3134.0;3134.0
MS;1554446;2019-11-20T00:00:00Z;California;Richmond;20th St and Roosevelt Ave;0;4;4;0;0;0;;6013;Contra Costa County;94803.0;1156966.0;29/1000;3.65%;D;$118776.18;$117607.52;3088.0;3096.0
MS;1552068;2019-11-18T00:00:00Z;New Jersey;Newark;139 S 8th St;1;4;5;0;0;0;;34013;Essex County;7079.0;849477.0;23/1000;4.72%;D;$90801.25;$82683.12;3071.0;3085.0
MS;1551531;2019-11-17T00:00:00Z;California;Fresno;5361 E Lamona Ave;4;6;10;0;0;7;;6019;Fresno County;93210.0;1015190.0;38/1000;6.81%;D;$71319.43;$62295.48;3119.0;3108.0
MS;1551162;2019-11-17T00:00:00Z;Ohio;Cleveland;7100 block of Lawn Ave;0;4;4;0;0;0;;39035;Cuyahoga County;44141.0;1236041.0;33/1000;5.14%;R;$66327.70;$70358.12;3117.0;3106.0
MS;1550546;2019-11-16T00:00:00Z;California;San Diego;2152 Flintridge Dr;5;0;5;1;0;0;;6073;San Diego County;92028.0;3276208.0;22/1000;3.57%;D;$106769.00;$93476.09;3128.0;3130.0
MS;1548689;2019-11-14T00:00:00Z;California;Santa Clarita;21900 Centurion Way;2;3;5;1;0;0;;6037;Los Angeles County;90210.0;9721138.0;32/1000;5.17%;D;$97766.39;$78729.84;3134.0;3134.0
MS;1547021;2019-11-11T00:00:00Z;Florida;Belle Glade;SW 7th St;0;4;4;0;0;0;;12099;Palm Beach County;33409.0;1518477.0;32/1000;2.99%;R;$84015.42;$80472.36;3059.0;3077.0
MS;1546983;2019-11-11T00:00:00Z;Colorado;Aurora;384 S Ironton St;0;6;6;0;0;1;;8001;Adams County;80029.0;527575.0;35/1000;3.48%;D;$93063.48;$82814.55;3050.0;3015.0
MS;1546102;2019-11-10T00:00:00Z;Missouri;Kansas City;4704 Independence Ave;0;4;4;0;0;0;;29095;Jackson County;64133.0;716531.0;60/1000;2.94%;R;$73555.42;$73465.30;3038.0;3078.0
MS;1546038;2019-11-10T00:00:00Z;Tennessee;Memphis;2080 E. Brooks Rd;1;4;5;0;0;0;;47157;Shelby County;38106.0;916371.0;61/1000;4.73%;R;$65028.53;$67305.37;3104.0;3095.0
MS;1546155;2019-11-10T00:00:00Z;Arkansas;Little Rock;3000 block of W 12th St;0;4;4;0;0;0;;5119;Pulaski County;72209.0;399145.0;66/1000;3.61%;R;$69854.46;$69916.59;2987.0;2971.0
MS;1545955;2019-11-09T00:00:00Z;Michigan;Detroit;3800 block of E McNichols Rd;0;4;4;0;0;0;;26163;Wayne County;48134.0;1757043.0;42/1000;4.86%;D;$70843.33;$62254.41;3127.0;3124.0
MS;1545152;2019-11-09T00:00:00Z;North Carolina;Charlotte;2700 block of Lytham Dr;2;2;4;0;0;1;;37119;Mecklenburg County;28269.0;1145392.0;42/1000;3.63%;D;$82007.23;$85798.50;3061.0;3049.0
MS;1546508;2019-11-09T00:00:00Z;Georgia;Vidalia;Wiggins St;0;4;4;0;0;2;;13279;Toombs County;30436.0;26837.0;31/1000;3.94%;D;$59958.97;$55795.67;583.0;994.0
MS;1543835;2019-11-07T00:00:00Z;Georgia;Conyers;1800 block of Green St;1;3;4;1;0;0;;13247;Rockdale County;30012.0;94984.0;28/1000;3.60%;D;$74967.41;$70876.66;1403.0;2099.0
MS;1541774;2019-11-04T00:00:00Z;Texas;Houston;5000 block of Northridge Dr;1;3;4;0;1;0;;48201;Harris County;77338.0;4780913.0;41/1000;4.41%;R;$68223.99;$73169.57;3132.0;3131.0
MS;1540863;2019-11-03T00:00:00Z;Ohio;Toledo;600 block of Magnolia St;0;4;4;0;0;0;;39095;Lucas County;43560.0;426643.0;43/1000;4.63%;R;$65064.56;$66438.73;2979.0;3002.0
MS;1540841;2019-11-03T00:00:00Z;Texas;Nacogdoches;Sandyland Cir and CR 823;1;3;4;0;0;1;;48347;Nacogdoches County;75965.0;64862.0;21/1000;4.47%;R;$63434.66;$59785.92;2278.0;2512.0
MS;1540280;2019-11-02T00:00:00Z;Louisiana;Baton Rouge;137 Taylor St;0;4;4;0;0;0;;22033;East Baton Rouge Parish;71306.0;450544.0;47/1000;3.58%;R;$74028.10;$76136.07;3048.0;2973.0
