File;Incident ID;Incident Date;State;City Or County;Address;Victims Killed;Victims Injured;Total Victims;Suspects Killed;Suspects Injured;Suspects Arrested;Business/Location Name;FIPS;County;LZIP;Population;Crime Rate;Unemployment;PopulrVoteParty;Cost of Living;Median Income;Diversity Rank (Race);Diversity Rank (Gender)
MS;2373859;2022-07-30T00:00:00Z;Georgia;Girard;232 Claxton Rd;1;4;5;0;0;2;;13033;Burke County;30456.0;24388.0;44/1000;5.47%;D;$59702.98;$48817.36;643.0;334.0
MS;2373050;2022-07-29T00:00:00Z;Maryland;Baltimore;3100 block of W North Ave;2;2;4;0;0;0;;24510;Baltimore city;21230.0;569931.0;73/1000;4.46%;D;$70955.47;$64801.96;3055.0;3025.0
MS;2373646;2022-07-29T00:00:00Z;New Mexico;Albuquerque;4303 Estancia Dr NW;1;4;5;0;0;0;;35001;Bernalillo County;87026.0;672508.0;74/1000;3.76%;D;$67375.24;$69691.71;3066.0;3053.0
MS;2373607;2022-07-29T00:00:00Z;Ohio;Cleveland;E 154th St and Harvard Ave;1;3;4;0;0;0;;39035;Cuyahoga County;44141.0;1236041.0;33/1000;5.14%;R;$66327.70;$70358.12;3117.0;3106.0
MS;2373111;2022-07-29T00:00:00Z;Florida;Miami;10875 SW 216th St;0;4;4;0;0;0;;12086;Miami-Dade County;33030.0;2673837.0;42/1000;2.70%;R;$84609.15;$59423.45;3129.0;3121.0
MS;2370760;2022-07-27T00:00:00Z;Georgia;Macon;624 Forest Hill Rd;2;2;4;0;0;2;;13021;Bibb County;31217.0;156197.0;58/1000;3.88%;D;$63704.99;$57824.68;2778.0;2638.0
MS;2371416;2022-07-27T00:00:00Z;Louisiana;Hahnville;300 block of Sycamore St;1;3;4;0;0;0;;22089;St. Charles Parish;70080.0;50998.0;20/1000;3.44%;R;$77000.45;$85728.68;1316.0;1534.0
MS;2369720;2022-07-25T00:00:00Z;Louisiana;New Orleans;2000 block of Saint Andrew St;0;4;4;0;0;0;;22071;Orleans Parish;70113.0;369749.0;55/1000;4.69%;R;$74320.90;$62954.70;2900.0;2920.0
MS;2368575;2022-07-24T00:00:00Z;California;San Pedro;560 N Western Ave;2;6;8;0;0;4;;6037;Los Angeles County;90210.0;9721138.0;32/1000;5.17%;D;$97766.39;$78729.84;3134.0;3134.0
MS;2368029;2022-07-24T00:00:00Z;Georgia;Atlanta;1695 Northside Dr NW;0;8;8;0;0;0;;13121;Fulton County;30268.0;1074634.0;51/1000;3.28%;D;$79612.86;$98122.47;3063.0;3057.0
MS;2368308;2022-07-24T00:00:00Z;Texas;Fort Worth;2350 S Riverside Dr;1;3;4;0;0;0;;48439;Tarrant County;76118.0;2154595.0;30/1000;3.74%;R;$72592.42;$82001.30;3120.0;3125.0
MS;2368110;2022-07-24T00:00:00Z;South Carolina;Bennettsville;614 US-15;1;3;4;0;0;6;;45069;Marlboro County;29512.0;26039.0;49/1000;6.92%;R;$56527.09;$44144.28;462.0;1026.0
MS;2367984;2022-07-23T00:00:00Z;Virginia;Richmond;2220 Broad Rock Blvd;0;5;5;0;0;0;;51760;Richmond city;23219.0;229395.0;44/1000;3.52%;D;$76501.36;$66234.39;2850.0;2864.0
MS;2367664;2022-07-23T00:00:00Z;Texas;El Paso;14100 block of Honey Point Dr;0;4;4;0;0;3;;48141;El Paso County;79928.0;868763.0;20/1000;4.44%;R;$60444.22;$53818.01;3106.0;3094.0
MS;2367289;2022-07-23T00:00:00Z;North Carolina;Pinebluff;212 Primrose Path;1;4;5;0;0;1;;37125;Moore County;28327.0;105531.0;12/1000;3.81%;D;$72079.52;$78614.83;1511.0;2460.0
MS;2367193;2022-07-23T00:00:00Z;Washington;Renton;100 block of Logan Ave S;1;6;7;0;0;0;;53033;King County;98027.0;2266789.0;44/1000;2.99%;D;$104223.12;$121465.30;3112.0;3127.0
MS;2368018;2022-07-23T00:00:00Z;Illinois;Chicago;5400 block of S Paulina St;0;4;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2367176;2022-07-23T00:00:00Z;Illinois;Chicago;2700 block of W Jackson Blvd;0;4;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2367157;2022-07-23T00:00:00Z;Illinois;Rockford;1401 N 2nd St;2;2;4;0;0;4;;17201;Winnebago County;61103.0;282188.0;40/1000;6.16%;D;$70741.38;$68735.73;2977.0;2933.0
MS;2367972;2022-07-23T00:00:00Z;Michigan;Kalamazoo;1300 block of N Church St;0;9;9;0;0;0;;26077;Kalamazoo County;49006.0;261173.0;35/1000;4.11%;D;$72649.45;$79515.35;2916.0;2902.0
MS;2366273;2022-07-21T00:00:00Z;California;Los Angeles;210 W 7th St;0;5;5;0;0;0;;6037;Los Angeles County;90210.0;9721138.0;32/1000;5.17%;D;$97766.39;$78729.84;3134.0;3134.0
MS;2363589;2022-07-19T00:00:00Z;Nebraska;Lincoln;2835 T St;0;4;4;0;0;0;;31109;Lancaster County;68428.0;324756.0;31/1000;2.26%;R;$76867.90;$83297.16;2908.0;2950.0
MS;2362912;2022-07-18T00:00:00Z;Georgia;Atlanta;440 Thomasvillle Blvd;1;4;5;0;0;0;;13121;Fulton County;30268.0;1074634.0;51/1000;3.28%;D;$79612.86;$98122.47;3063.0;3057.0
MS;2362595;2022-07-17T00:00:00Z;Washington;Mount Vernon;2301 Freeway Dr;0;5;5;0;0;3;;53057;Skagit County;98284.0;131179.0;35/1000;5.57%;D;$82337.08;$80249.54;2773.0;2800.0
MS;2362141;2022-07-17T00:00:00Z;New York;Brooklyn;265 Livonia Ave;0;4;4;0;0;1;;36047;Kings County;11208.0;2590516.0;21/1000;6.24%;D;$115425.65;$70138.38;3113.0;3126.0
MS;2361849;2022-07-17T00:00:00Z;Michigan;Detroit;;0;4;4;0;0;0;;26163;Wayne County;48134.0;1757043.0;42/1000;4.86%;D;$70843.33;$62254.41;3127.0;3124.0
MS;2362011;2022-07-17T00:00:00Z;Indiana;Greenwood;1251 US Hwy 31 N;3;2;5;1;0;0;;18081;Johnson County;46143.0;165782.0;29/1000;2.44%;R;$78665.27;$89296.90;2702.0;2575.0
MS;2362215;2022-07-17T00:00:00Z;Indiana;Beech Grove;1100 S 9th Ave;1;3;4;0;0;0;;18097;Marion County;46224.0;969466.0;58/1000;3.26%;R;$75675.02;$64359.40;3054.0;3067.0
MS;2361609;2022-07-17T00:00:00Z;Michigan;Grand Rapids;77 Cesar E Chavez Ave SW;0;4;4;0;0;0;;26081;Kent County;49506.0;659083.0;22/1000;3.62%;D;$74072.10;$79253.52;3069.0;3073.0
MS;2361654;2022-07-17T00:00:00Z;Georgia;Milledgeville;Leo Ct and Nobles Ct;0;5;5;0;0;0;;13009;Baldwin County;31061.0;43635.0;42/1000;4.15%;D;$59036.03;$64543.20;900.0;575.0
MS;2362282;2022-07-17T00:00:00Z;New Jersey;Newark;751 Broadway;0;4;4;0;0;0;;34013;Essex County;7079.0;849477.0;23/1000;4.72%;D;$90801.25;$82683.12;3071.0;3085.0
MS;2362562;2022-07-17T00:00:00Z;Washington;Vancouver;E 11th St and E McLoughlin Blvd;2;2;4;0;0;0;;53011;Clark County;98642.0;516779.0;20/1000;4.95%;D;$90961.30;$89161.36;2937.0;3017.0
MS;2361532;2022-07-16T00:00:00Z;District of Columbia;Washington;200 block of Adams St NE;1;3;4;0;0;0;;11001;District of Columbia;20011.0;671803.0;61/1000;4.91%;D;$120289.64;$116607.39;3077.0;3076.0
MS;2360953;2022-07-16T00:00:00Z;Ohio;Columbus;3475 Sullivant Ave;2;2;4;0;0;0;;39049;Franklin County;43220.0;1321820.0;38/1000;3.54%;R;$72589.03;$78474.16;3108.0;3109.0
MS;2361097;2022-07-16T00:00:00Z;South Carolina;North Charleston;8440 Dorchester Rd;0;4;4;0;0;0;;45019;Charleston County;29466.0;419279.0;32/1000;2.84%;R;$76756.43;$86572.73;2926.0;2929.0
MS;2361614;2022-07-16T00:00:00Z;Texas;Houston;2331 Bammelwood Dr;4;0;4;0;0;1;;48201;Harris County;77338.0;4780913.0;41/1000;4.41%;R;$68223.99;$73169.57;3132.0;3131.0
MS;2362355;2022-07-16T00:00:00Z;Louisiana;Monroe;2200 block of Adams St;0;5;5;0;0;0;;22073;Ouachita Parish;71202.0;157702.0;66/1000;3.79%;R;$67831.41;$54595.31;2933.0;2782.0
MS;2361490;2022-07-16T00:00:00Z;Pennsylvania;Philadelphia;1300 block of E Luzerne St;0;4;4;0;0;0;;42101;Philadelphia County;19140.0;1567258.0;42/1000;5.71%;D;$78477.67;$56599.68;3098.0;3100.0
MS;2359843;2022-07-14T00:00:00Z;Illinois;Chicago;4400 block of W Maypole St;0;4;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2359229;2022-07-14T00:00:00Z;Pennsylvania;Philadelphia;1901 Spring Garden St;0;4;4;0;0;0;;42101;Philadelphia County;19140.0;1567258.0;42/1000;5.71%;D;$78477.67;$56599.68;3098.0;3100.0
MS;2358938;2022-07-13T00:00:00Z;Pennsylvania;Philadelphia;Wyalusing Ave and N Creighton St;0;4;4;0;0;0;;42101;Philadelphia County;19140.0;1567258.0;42/1000;5.71%;D;$78477.67;$56599.68;3098.0;3100.0
MS;2358861;2022-07-13T00:00:00Z;Indiana;Indianapolis;3629 Merrick Way;1;3;4;0;0;0;;18097;Marion County;46224.0;969466.0;58/1000;3.26%;R;$75675.02;$64359.40;3054.0;3067.0
MS;2358856;2022-07-13T00:00:00Z;Minnesota;Minneapolis;1818 Lowry Ave N;0;4;4;0;0;0;;27053;Hennepin County;55369.0;1260121.0;32/1000;2.54%;D;$92792.94;$108344.52;3116.0;3119.0
MS;2358329;2022-07-12T00:00:00Z;Massachusetts;Boston;39 Warren St;0;4;4;0;0;0;;25025;Suffolk County;2130.0;766381.0;31/1000;3.76%;D;$122494.88;$82291.89;2953.0;3034.0
MS;2358053;2022-07-11T00:00:00Z;Mississippi;Jackson;Fairway St and Suncrest Dr;0;4;4;0;0;1;;28049;Hinds County;39209.0;217730.0;48/1000;4.10%;R;$68369.94;$58186.13;3015.0;2937.0
MS;2356705;2022-07-10T00:00:00Z;Illinois;Crest Hill;1828 Knapp Dr;1;4;5;0;0;0;;17197;Will County;60468.0;696757.0;14/1000;4.83%;D;$89982.39;$104613.04;3097.0;3058.0
MS;2356327;2022-07-10T00:00:00Z;Missouri;Kansas City;4128 Broadway Blvd;1;5;6;0;0;1;;29095;Jackson County;64133.0;716531.0;60/1000;2.94%;R;$73555.42;$73465.30;3038.0;3078.0
MS;2355580;2022-07-10T00:00:00Z;California;Downey;8100 block of Leeds St;3;2;5;0;0;0;;6037;Los Angeles County;90210.0;9721138.0;32/1000;5.17%;D;$97766.39;$78729.84;3134.0;3134.0
MS;2355398;2022-07-10T00:00:00Z;New York;Brooklyn;The Boardwalk and W 21st St;0;5;5;0;0;0;;36047;Kings County;11208.0;2590516.0;21/1000;6.24%;D;$115425.65;$70138.38;3113.0;3126.0
MS;2356813;2022-07-10T00:00:00Z;Texas;Alvin;1500 block of County Road 149;1;3;4;0;0;0;;48039;Brazoria County;77511.0;388181.0;16/1000;4.73%;R;$74165.91;$97189.09;2952.0;2961.0
MS;2355438;2022-07-10T00:00:00Z;Illinois;Chicago;448 N State St;0;4;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2355962;2022-07-09T00:00:00Z;Alabama;Jacksons Gap;Manoy Dr;0;4;4;0;0;1;;1123;Tallapoosa County;36866.0;40977.0;34/1000;2.94%;R;$66921.89;$57904.77;1758.0;1660.0
MS;2354111;2022-07-08T00:00:00Z;North Carolina;Greensboro;1200 block of Fairview St;0;4;4;0;0;0;;37081;Guilford County;27262.0;546101.0;32/1000;4.27%;D;$68674.43;$69161.87;2963.0;3011.0
MS;2354825;2022-07-08T00:00:00Z;Michigan;Detroit;3400 block of 2nd Ave;0;4;4;0;0;0;;26163;Wayne County;48134.0;1757043.0;42/1000;4.86%;D;$70843.33;$62254.41;3127.0;3124.0
MS;2353847;2022-07-07T00:00:00Z;Illinois;Chicago;2800 block of W Polk St;0;4;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2352349;2022-07-06T00:00:00Z;Minnesota;St Cloud;6th Ave S and 11th St S;0;4;4;0;0;3;;27145;Stearns County;56303.0;160405.0;26/1000;2.79%;D;$74164.22;$80760.90;2911.0;2869.0
MS;2352780;2022-07-06T00:00:00Z;Florida;Tampa;Courtland St N and Chelsea St E;0;4;4;0;0;1;;12057;Hillsborough County;33584.0;1513301.0;19/1000;2.85%;R;$76886.61;$74058.80;3073.0;3097.0
MS;2352444;2022-07-06T00:00:00Z;Illinois;Chicago;1820 W Maypole Ave;0;4;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2352342;2022-07-05T00:00:00Z;Ohio;Steubenville;601 South St;0;4;4;0;0;1;;39081;Jefferson County;43910.0;64330.0;22/1000;5.76%;R;$64496.92;$61654.74;2516.0;2189.0
MS;2349853;2022-07-05T00:00:00Z;Indiana;Gary;1900 block of Missouri St;3;7;10;0;0;0;;18089;Lake County;46409.0;499689.0;31/1000;4.79%;R;$73875.60;$71694.02;3004.0;2967.0
MS;2349723;2022-07-05T00:00:00Z;New York;Rochester;485 N Clinton Ave;1;3;4;0;0;2;;36055;Monroe County;14604.0;752035.0;25/1000;3.56%;D;$84268.77;$82107.06;2988.0;3018.0
MS;2348163;2022-07-04T00:00:00Z;Massachusetts;Boston;Dorchester Ave and Bailey St;0;4;4;0;0;0;;25025;Suffolk County;2130.0;766381.0;31/1000;3.76%;D;$122494.88;$82291.89;2953.0;3034.0
MS;2349746;2022-07-04T00:00:00Z;Wisconsin;Kenosha;6321 25th Ave;1;4;5;0;0;3;;55059;Kenosha County;53144.0;167817.0;21/1000;3.40%;D;$80184.28;$81019.66;2471.0;2704.0
MS;2350033;2022-07-04T00:00:00Z;Minnesota;Minneapolis;724 Sibley St NE;0;7;7;0;0;0;;27053;Hennepin County;55369.0;1260121.0;32/1000;2.54%;D;$92792.94;$108344.52;3116.0;3119.0
MS;2348384;2022-07-04T00:00:00Z;Illinois;Highland Park;Central Ave and 2nd St;7;30;37;0;0;1;;17097;Lake County;60099.0;709150.0;15/1000;4.37%;D;$91857.75;$111388.04;3093.0;3055.0
MS;2348230;2022-07-04T00:00:00Z;California;Sacramento;1525 L St;1;4;5;0;0;1;;6067;Sacramento County;95608.0;1584169.0;30/1000;4.08%;D;$87804.62;$80903.63;3086.0;3113.0
MS;2348750;2022-07-04T00:00:00Z;Missouri;Kansas City;E 13th St and Grand Blvd;0;4;4;0;0;0;;29095;Jackson County;64133.0;716531.0;60/1000;2.94%;R;$73555.42;$73465.30;3038.0;3078.0
MS;2349758;2022-07-04T00:00:00Z;New York;Corona (Queens);171st St and 137th Ave;0;4;4;0;0;0;;36081;Queens County;11364.0;2278029.0;21/1000;5.51%;D;$124627.90;$79063.55;3101.0;3111.0
MS;2348204;2022-07-04T00:00:00Z;Illinois;Chicago;6500 block of S Martin Luther King Dr;0;5;5;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2348167;2022-07-04T00:00:00Z;Virginia;Richmond;10 block of W Broad St;0;6;6;0;0;0;;51760;Richmond city;23219.0;229395.0;44/1000;3.52%;D;$76501.36;$66234.39;2850.0;2864.0
MS;2349545;2022-07-04T00:00:00Z;Colorado;Denver;2100 block of W Pacific Pl;1;3;4;0;0;0;;8031;Denver County;80205.0;713252.0;42/1000;3.19%;D;$91534.85;$90000.27;3010.0;3054.0
MS;2348191;2022-07-03T00:00:00Z;Virginia;Manassas;8129 Sudley Rd;0;4;4;0;0;0;;51683;Manassas city;20110.0;42642.0;22/1000;2.69%;D;$95689.42;$89286.63;1140.0;1448.0
MS;2347373;2022-07-03T00:00:00Z;South Carolina;Mullins;Leroy Bethea St and Jennings Rd;0;4;4;0;0;0;;45067;Marion County;29574.0;28450.0;65/1000;5.12%;R;$56336.44;$42462.34;1434.0;1357.0
MS;2348303;2022-07-03T00:00:00Z;Arizona;Surprise;W Carlin Dr;2;4;6;1;0;0;;4013;Maricopa County;85320.0;4551524.0;32/1000;3.46%;D;$82847.38;$78828.41;3131.0;3132.0
MS;2348263;2022-07-03T00:00:00Z;Washington;Tacoma;3300 block of S Asotin St;0;4;4;0;0;1;;53053;Pierce County;98444.0;927380.0;41/1000;5.43%;D;$87294.83;$86636.39;3008.0;3101.0
MS;2347060;2022-07-02T00:00:00Z;Texas;Haltom City;5700 block of Diamond Oaks Dr N;2;4;6;1;0;0;;48439;Tarrant County;76118.0;2154595.0;30/1000;3.74%;R;$72592.42;$82001.30;3120.0;3125.0
MS;2347297;2022-07-02T00:00:00Z;North Carolina;Clinton;506 Stetson St;0;6;6;0;0;2;;37163;Sampson County;28329.0;59120.0;26/1000;3.84%;D;$66162.86;$53823.14;1035.0;2282.0
MS;2347228;2022-07-02T00:00:00Z;New York;Corona (Queens);129-09 89th Ave;1;3;4;0;0;1;;36081;Queens County;11364.0;2278029.0;21/1000;5.51%;D;$124627.90;$79063.55;3101.0;3111.0
MS;2345410;2022-07-01T00:00:00Z;Illinois;Chicago;408 S Wells St;2;3;5;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2346422;2022-07-01T00:00:00Z;Illinois;Chicago;3800 block of W Monroe St;0;4;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2346406;2022-07-01T00:00:00Z;Mississippi;Greenwood;Johnson St and Main St;1;7;8;0;0;0;;28083;Leflore County;38941.0;26570.0;42/1000;5.67%;R;$57309.13;$37621.88;2312.0;2309.0
MS;2345144;2022-06-30T00:00:00Z;Kentucky;Allen;49 N Railroad St;3;5;8;0;0;1;;21071;Floyd County;41653.0;34978.0;5/1000;6.17%;R;$61177.45;$43162.63;2317.0;1918.0
MS;2344954;2022-06-30T00:00:00Z;New Jersey;Newark;291 Clinton Pl;0;9;9;0;0;1;;34013;Essex County;7079.0;849477.0;23/1000;4.72%;D;$90801.25;$82683.12;3071.0;3085.0
MS;2344008;2022-06-29T00:00:00Z;New Jersey;Jersey City;166 Bayview Ave;0;4;4;0;0;0;;34017;Hudson County;7094.0;703366.0;18/1000;3.76%;D;$94387.86;$78058.29;3007.0;2990.0
MS;2344201;2022-06-29T00:00:00Z;Pennsylvania;Philadelphia;1100 block of E Price St;0;4;4;0;0;0;;42101;Philadelphia County;19140.0;1567258.0;42/1000;5.71%;D;$78477.67;$56599.68;3098.0;3100.0
MS;2341725;2022-06-27T00:00:00Z;North Carolina;Charlotte;2000 block of Holly St;0;5;5;0;0;0;;37119;Mecklenburg County;28269.0;1145392.0;42/1000;3.63%;D;$82007.23;$85798.50;3061.0;3049.0
MS;2340458;2022-06-26T00:00:00Z;Georgia;Blakely;N Church St and Washington Ave;1;6;7;0;0;3;;13099;Early County;39823.0;10574.0;23/1000;3.73%;D;$60911.01;$43364.92;315.0;287.0
MS;2340720;2022-06-26T00:00:00Z;Virginia;Sutherlin;1220 Kerns Church Rd;1;7;8;0;0;0;;51083;Halifax County;24558.0;33644.0;10/1000;4.03%;D;$64348.65;$60766.54;1024.0;1337.0
MS;2340685;2022-06-26T00:00:00Z;New Jersey;Paterson;Madison St and Essex St;0;5;5;0;0;0;;34031;Passaic County;7456.0;513936.0;20/1000;4.80%;D;$91901.81;$84069.33;3035.0;3031.0
MS;2340473;2022-06-26T00:00:00Z;Texas;San Antonio;3805 Blanco Rd;1;3;4;0;0;0;;48029;Bexar County;78109.0;2059530.0;50/1000;3.84%;R;$66248.04;$69862.16;3123.0;3122.0
MS;2340696;2022-06-26T00:00:00Z;Texas;Winona;18005 FM 2767;0;5;5;0;0;0;;48423;Smith County;75791.0;241922.0;30/1000;3.86%;R;$70709.28;$71438.34;2616.0;2791.0
MS;2340409;2022-06-26T00:00:00Z;Washington;Tacoma;5415 S Tacoma Way;0;8;8;0;0;0;;53053;Pierce County;98444.0;927380.0;41/1000;5.43%;D;$87294.83;$86636.39;3008.0;3101.0
MS;2340297;2022-06-25T00:00:00Z;New York;Brooklyn;690 Quincy St;0;4;4;0;0;0;;36047;Kings County;11208.0;2590516.0;21/1000;6.24%;D;$115425.65;$70138.38;3113.0;3126.0
MS;2339761;2022-06-25T00:00:00Z;Texas;Houston;4207 Madden St;2;2;4;0;0;0;;48201;Harris County;77338.0;4780913.0;41/1000;4.41%;R;$68223.99;$73169.57;3132.0;3131.0
MS;2340347;2022-06-25T00:00:00Z;Minnesota;Minneapolis;SE Main St and 6th Ave SE;0;4;4;0;0;0;;27053;Hennepin County;55369.0;1260121.0;32/1000;2.54%;D;$92792.94;$108344.52;3116.0;3119.0
MS;2339866;2022-06-24T00:00:00Z;Virginia;Hopewell;Elm St and Arlington Rd;2;2;4;0;0;0;;51149;Prince George County;23830.0;43134.0;11/1000;3.54%;D;$91244.54;$88286.50;483.0;1435.0
MS;2338874;2022-06-24T00:00:00Z;Pennsylvania;Philadelphia;S Bucknell St and Oakford St;2;2;4;0;0;0;;42101;Philadelphia County;19140.0;1567258.0;42/1000;5.71%;D;$78477.67;$56599.68;3098.0;3100.0
MS;2338902;2022-06-23T00:00:00Z;Illinois;Chicago;7900 block of S Lafayette Ave;1;3;4;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2335052;2022-06-20T00:00:00Z;New York;New York (Manhattan);5th Ave and W 139th St;1;8;9;0;0;0;;36061;New York County;10463.0;1596273.0;21/1000;4.80%;D;$137874.70;$112986.80;3100.0;3110.0
MS;2335872;2022-06-20T00:00:00Z;New York;Staten Island;Taft Ave and Westervelt Ave;0;5;5;0;0;0;;36085;Richmond County;10305.0;491133.0;20/1000;5.82%;D;$118032.58;$103213.48;2795.0;2934.0
MS;2334920;2022-06-19T00:00:00Z;District of Columbia;Washington;14th St NW and U St NW;1;3;4;0;0;1;;11001;District of Columbia;20011.0;671803.0;61/1000;4.91%;D;$120289.64;$116607.39;3077.0;3076.0
MS;2334512;2022-06-19T00:00:00Z;Florida;Miami;US-1 and SW 22nd Ave;0;5;5;0;0;0;;12086;Miami-Dade County;33030.0;2673837.0;42/1000;2.70%;R;$84609.15;$59423.45;3129.0;3121.0
MS;2334936;2022-06-19T00:00:00Z;Michigan;Detroit;18501 Healy St;1;3;4;0;0;0;;26163;Wayne County;48134.0;1757043.0;42/1000;4.86%;D;$70843.33;$62254.41;3127.0;3124.0
MS;2334374;2022-06-19T00:00:00Z;Michigan;Grand Rapids;Griggs St SE and Division St;0;4;4;0;0;0;;26081;Kent County;49506.0;659083.0;22/1000;3.62%;D;$74072.10;$79253.52;3069.0;3073.0
MS;2335096;2022-06-19T00:00:00Z;Washington;Everett;Colby Ave and 44th St SE;2;2;4;0;0;1;;53061;Snohomish County;98204.0;840079.0;28/1000;3.36%;D;$97752.84;$104188.96;3018.0;3080.0
MS;2334620;2022-06-19T00:00:00Z;South Carolina;Walterboro;1109 Rivers St;2;2;4;0;0;1;;45029;Colleton County;29488.0;38599.0;42/1000;3.63%;R;$57119.87;$45060.21;854.0;1322.0
MS;2334359;2022-06-18T00:00:00Z;Texas;San Antonio;2500 block of Patron Dr;2;5;7;0;0;1;;48029;Bexar County;78109.0;2059530.0;50/1000;3.84%;R;$66248.04;$69862.16;3123.0;3122.0
MS;2333675;2022-06-18T00:00:00Z;Florida;Pensacola;15 E Intendencia St;0;5;5;0;0;3;;12033;Escambia County;32503.0;324878.0;38/1000;3.13%;R;$68669.41;$66620.48;2687.0;2871.0
MS;2334096;2022-06-17T00:00:00Z;Maryland;Baltimore;1800 block of W Lafayette Ave;0;4;4;0;0;0;;24510;Baltimore city;21230.0;569931.0;73/1000;4.46%;D;$70955.47;$64801.96;3055.0;3025.0
MS;2333667;2022-06-17T00:00:00Z;Illinois;Chicago;3000 block of S Rhodes Ave;0;5;5;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2333154;2022-06-16T00:00:00Z;California;Oakland;316 14th St;1;4;5;0;0;0;;6001;Alameda County;94545.0;1628997.0;43/1000;3.41%;D;$117679.02;$122820.72;3114.0;3116.0
MS;2328342;2022-06-12T00:00:00Z;Colorado;Denver;4600 block of Colorado Ave;2;4;6;0;0;0;;8031;Denver County;80205.0;713252.0;42/1000;3.19%;D;$91534.85;$90000.27;3010.0;3054.0
MS;2328374;2022-06-12T00:00:00Z;California;Los Angeles;3300 block of E 14th St;3;4;7;0;0;0;;6037;Los Angeles County;90210.0;9721138.0;32/1000;5.17%;D;$97766.39;$78729.84;3134.0;3134.0
MS;2328532;2022-06-12T00:00:00Z;Michigan;Roseville;27000 block of Kelly St;0;4;4;0;0;0;;26099;Macomb County;48312.0;874195.0;20/1000;3.84%;D;$74762.01;$79365.44;3091.0;3071.0
MS;2328265;2022-06-12T00:00:00Z;Indiana;Gary;1700 Grant St;2;4;6;0;0;0;;18089;Lake County;46409.0;499689.0;31/1000;4.79%;R;$73875.60;$71694.02;3004.0;2967.0
MS;2328215;2022-06-12T00:00:00Z;Indiana;Indianapolis;9200 block of Sussex Ter;0;4;4;0;1;0;;18097;Marion County;46224.0;969466.0;58/1000;3.26%;R;$75675.02;$64359.40;3054.0;3067.0
MS;2328117;2022-06-12T00:00:00Z;Louisiana;New Orleans;3940 Tulane Ave;0;4;4;0;0;0;;22071;Orleans Parish;70113.0;369749.0;55/1000;4.69%;R;$74320.90;$62954.70;2900.0;2920.0
MS;2360288;2022-06-11T00:00:00Z;New Mexico;Alamogordo;Charlotte Ln;0;4;4;0;0;2;;35035;Otero County;88001.0;68823.0;23/1000;4.29%;D;$65450.55;$54801.71;1895.0;2333.0
MS;2327645;2022-06-11T00:00:00Z;Illinois;Chicago;8600 block of S Damen Ave;1;4;5;0;0;0;;17031;Cook County;60103.0;5109292.0;33/1000;5.30%;D;$81548.25;$82910.04;3133.0;3133.0
MS;2327598;2022-06-11T00:00:00Z;Michigan;Detroit;13500 block of Cloverlawn Ave;0;4;4;0;0;0;;26163;Wayne County;48134.0;1757043.0;42/1000;4.86%;D;$70843.33;$62254.41;3127.0;3124.0
MS;2328482;2022-06-11T00:00:00Z;Georgia;Atlanta;6500 block of Woodford Rd;0;7;7;0;0;0;;13121;Fulton County;30268.0;1074634.0;51/1000;3.28%;D;$79612.86;$98122.47;3063.0;3057.0
MS;2328108;2022-06-11T00:00:00Z;Tennessee;Antioch;660 Bell Rd;2;2;4;0;0;6;;47037;Davidson County;37210.0;708144.0;47/1000;2.89%;R;$76713.77;$74837.13;3044.0;3026.0
MS;2327991;2022-06-11T00:00:00Z;Kentucky;Louisville;1101 River Rd;0;6;6;0;0;2;;21111;Jefferson County;40118.0;773399.0;50/1000;3.92%;R;$72346.97;$75863.96;3067.0;3039.0
MS;2327247;2022-06-10T00:00:00Z;Georgia;Decatur;2801 Candler Rd;1;3;4;0;0;0;;13089;DeKalb County;30034.0;762820.0;50/1000;3.24%;D;$76966.27;$79286.38;3032.0;3004.0
MS;2325498;2022-06-09T00:00:00Z;Maryland;Smithsburg;12912 Bikle Rd;3;2;5;0;1;1;;24043;Washington County;21740.0;155590.0;24/1000;3.44%;D;$66773.34;$78509.06;2546.0;2649.0
