File,Incident ID,Incident Date,Day,Month,Year,State,City Or County,Address,Victims Killed,Victims Injured,Total Victims,Suspects Killed,Suspects Injured,Suspects Arrested,Business/Location Name,County
SS,3070461,2024-11-08T00:00:00Z,08,11,2024,Ohio,Youngstown (Austintown),4560 Falcon Dr,0,0,0,0,0,1,Greenwood Chevrolet Austintown Falcon Stadium,County not found
SS,3070290,2024-11-08T00:00:00Z,08,11,2024,Minnesota,St Joseph,1300 Jade Rd,0,0,0,0,0,1,Kennedy Communty School,Stearns County
SS,3067855,2024-11-08T00:00:00Z,08,11,2024,California,Redding,3411 Churn Crk Rd,0,0,0,0,0,1,,Shasta County
SS,3067397,2024-11-08T00:00:00Z,08,11,2024,Pennsylvania,Philadelphia,W Montgomery Ave and N Broad St,0,1,1,0,0,2,Temple University Campus,Philadelphia County
SS,3067233,2024-11-07T00:00:00Z,07,11,2024,Tennessee,Arlington,7323 Brunswick Rd,0,0,0,0,0,1,Bolton High School,Shelby County
SS,3066404,2024-11-07T00:00:00Z,07,11,2024,Alabama,Madison,281 Dock Murphy Dr,0,0,0,0,0,1,Liberty Middle School,Madison County
SS,3066309,2024-11-07T00:00:00Z,07,11,2024,Florida,Tampa,5101 N 40th St,0,0,0,0,0,1,Gary Adult School,Hillsborough County
SS,3066257,2024-11-07T00:00:00Z,07,11,2024,Wisconsin,Kenosha,3322 Roosevelt Rd,0,0,0,0,0,1,Roosevelt Elementary,Kenosha County
SS,3067008,2024-11-07T00:00:00Z,07,11,2024,Florida,Gainesville,3000 NW 83 St,0,0,0,0,0,1,Santa Fe College,Alachua County
SS,3068515,2024-11-07T00:00:00Z,07,11,2024,Pennsylvania,Coatesville,300 block of Charles St,0,0,0,0,0,2,,Chester County
SS,3066545,2024-11-07T00:00:00Z,07,11,2024,Utah,Salt Lake City,241 N 300 W,0,1,1,0,0,0,West High School,Salt Lake County
SS,3066972,2024-11-06T00:00:00Z,06,11,2024,Delaware,Wilmington,1800 Limestone Rd,0,0,0,0,0,0,Stanton Middle School,New Castle County
SS,3065631,2024-11-06T00:00:00Z,06,11,2024,Ohio,Elyria,2015 W River Rd N,0,0,0,0,0,1,Black River Career Prep High School,Lorain County
SS,3066333,2024-11-06T00:00:00Z,06,11,2024,Florida,Seffner,12000 US-92,0,0,0,0,0,1,Armwood High School,Hillsborough County
SS,3065848,2024-11-06T00:00:00Z,06,11,2024,Kentucky,Louisville,9115 Fern Creek Rd,0,0,0,0,0,1,Fern Creek High School,Jefferson County
SS,3064722,2024-11-05T00:00:00Z,05,11,2024,Florida,St Petersburg,49th St and 18th Ave,0,1,1,0,0,0,,Pinellas County
SS,3064122,2024-11-04T00:00:00Z,04,11,2024,Pennsylvania,Philadelphia,1717 N 12th St,0,1,1,0,0,0,Five Guys / Raising Cane's,Philadelphia County
SS,3066774,2024-11-04T00:00:00Z,04,11,2024,Oregon,Scio,38875 NW 1st Ave,0,0,0,0,0,0,Centennial Elementary School,Linn County
SS,3064444,2024-11-04T00:00:00Z,04,11,2024,Massachusetts,Boston,155 Talbot Ave,0,0,0,0,0,1,Joseph Lee School,Suffolk County
SS,3064048,2024-11-04T00:00:00Z,04,11,2024,New York,Rochester,NY-104 and Portland Ave,0,0,0,0,0,0,,Monroe County
SS,3062883,2024-11-03T00:00:00Z,03,11,2024,North Carolina,Raleigh,700 block of S Person St,0,1,1,0,0,0,Shaw University,Wake County
SS,3062405,2024-11-02T00:00:00Z,02,11,2024,Washington,Rochester,19800 Carper Rd SW,0,0,0,0,0,0,,Thurston County
SS,3065175,2024-11-02T00:00:00Z,02,11,2024,Louisiana,Ruston,501 Dan Reneau Dr,0,0,0,0,0,1,Louisiana Tech Nielsen Hall,Lincoln Parish
SS,3070140,2024-11-01T00:00:00Z,01,11,2024,Florida,Apopka,2501 Hiawassee Rd,0,0,0,0,0,1,Wekiva High School,Orange County
SS,3061642,2024-10-31T00:00:00Z,31,10,2024,Wisconsin,Madison,702 Pflaum Rd,0,0,0,0,0,1,La Follette High School,Dane County
SS,3061117,2024-10-31T00:00:00Z,31,10,2024,Tennessee,Nashville,904 26th Ave N,0,0,0,0,0,1,Pearl Cohn High School,Davidson County
SS,3061337,2024-10-31T00:00:00Z,31,10,2024,Ohio,Painesville,845 Madison Ave,0,0,0,0,0,1,Riverview Elementary School,Lake County
SS,3061731,2024-10-31T00:00:00Z,31,10,2024,California,San Diego,5100 block of College Ave,0,1,1,0,0,1,San Diego State University trolley station,San Diego County
SS,3061742,2024-10-31T00:00:00Z,31,10,2024,Mississippi,Columbus,2920 New Hope Rd,0,0,0,0,0,1,New Hope High School,Lowndes County
SS,3061331,2024-10-31T00:00:00Z,31,10,2024,Ohio,Cincinnati,8101 Hamilton Ave,0,0,0,0,0,0,Mt. Healthy Jr./Sr. High School,Hamilton County
SS,3062852,2024-10-31T00:00:00Z,31,10,2024,Arizona,Tucson,545 N Camino Seco,0,0,0,0,0,1,Sahuaro High School,Pima County
SS,3060947,2024-10-31T00:00:00Z,31,10,2024,Florida,Vero Beach,1707 16th St,0,0,0,0,0,1,Vero Beach High School,Indian River County
SS,3061318,2024-10-31T00:00:00Z,31,10,2024,Tennessee,Memphis,4851 Elvis Presley Blvd,0,0,0,0,0,1,Whitehaven High School Stadium,Shelby County
SS,3062089,2024-10-31T00:00:00Z,31,10,2024,North Carolina,Greenville,4th St,0,0,0,0,0,1,East Carolina University,Pitt County
SS,3064158,2024-10-30T00:00:00Z,30,10,2024,Ohio,Cincinnati,10761 Pippin Rd,0,0,0,0,0,1,Northwest High School,Hamilton County
SS,3068782,2024-10-30T00:00:00Z,30,10,2024,Georgia,Atlanta,139 John Wesley Dobbs Ave NE,0,0,0,0,0,0,Piedmont Central,Fulton County
SS,3062400,2024-10-30T00:00:00Z,30,10,2024,Washington,Rochester,19800 Carper Rd SW,0,0,0,0,0,0,,Thurston County
SS,3061035,2024-10-30T00:00:00Z,30,10,2024,North Carolina,Hillsborough,3700 NC-86,0,0,0,0,0,1,A. L. Stanback Middle School,Orange County
SS,3061030,2024-10-30T00:00:00Z,30,10,2024,North Carolina,Wilmington,4305 Shipyard Blvd,0,0,0,0,0,1,John T. Hoggard High School,New Hanover County
SS,3060957,2024-10-30T00:00:00Z,30,10,2024,California,Santa Rosa,1250 Hahman Dr,0,0,0,0,0,1,Montgomery High School,Sonoma County
SS,3060929,2024-10-30T00:00:00Z,30,10,2024,California,Salinas,55 Kip Dr,0,0,0,0,0,0,North Salinas High School,Monterey County
SS,3061258,2024-10-29T00:00:00Z,29,10,2024,Alabama,Pine Hill,500 Leroy Randolph Rd,0,0,0,0,0,0,F.S. Ervin Elementary School,Wilcox County
SS,3066303,2024-10-29T00:00:00Z,29,10,2024,Washington,Federal Way,35999 16th Ave S,0,0,0,0,0,1,Todd Beamer High School,King County
SS,3059556,2024-10-29T00:00:00Z,29,10,2024,Connecticut,Bridgeport,374 Linden Ave,0,1,1,0,0,0,University of Connecticut - Marina Dining Hall,Greater Bridgeport Planning Region
SS,3058771,2024-10-29T00:00:00Z,29,10,2024,Georgia,Rincon,2940 GA-21,0,0,0,0,0,1,Effingham College and Career Academy,Effingham County
SS,3059846,2024-10-29T00:00:00Z,29,10,2024,Mississippi,Meridian,2320 32nd St,0,0,0,0,0,2,Meridian High School,Lauderdale County
SS,3059613,2024-10-29T00:00:00Z,29,10,2024,Texas,Schertz,1001 Elbel Rd,0,0,0,0,0,2,Samuel Clemens High School,Guadalupe County
SS,3058822,2024-10-28T00:00:00Z,28,10,2024,Texas,Houston,3325 Westheimer Rd,0,0,0,0,0,2,Lamar High School,Harris County
SS,3060106,2024-10-28T00:00:00Z,28,10,2024,Florida,Gainesville,1900 NW 13th St,0,0,0,0,0,1,Gainesville High School,Alachua County
SS,3058048,2024-10-28T00:00:00Z,28,10,2024,Pennsylvania,Philadelphia,35 S 4th St,0,0,0,0,0,1,Mastery Charter School Lenfest Campus,Philadelphia County
SS,3057854,2024-10-28T00:00:00Z,28,10,2024,Virginia,Chesapeake,2007 Grizzly Wy,0,0,0,0,0,1,Grassfield High School,County not found
SS,3058760,2024-10-28T00:00:00Z,28,10,2024,Texas,Fort Worth,4101 Thompson Rd,0,0,0,0,0,1,Fossil Ridge High School,Tarrant County
SS,3057276,2024-10-27T00:00:00Z,27,10,2024,Pennsylvania,East Stroudsburg,1236 Centre St,0,0,0,0,0,0,East Stroudsburg University,Monroe County
SS,3057163,2024-10-26T00:00:00Z,26,10,2024,North Carolina,Durham,2103 Fayetteville St,0,0,0,0,0,2,North Carolina Central University,Durham County
SS,3063178,2024-10-26T00:00:00Z,26,10,2024,South Carolina,Clemson,100 Mell Hall,0,0,0,0,0,1,Clemson University - Mell Hall,Pickens County
SS,3057141,2024-10-26T00:00:00Z,26,10,2024,North Carolina,Durham,231 Eagle Campus Dr,0,4,4,0,0,0,North Carolina Central University,Durham County
SS,3055862,2024-10-25T00:00:00Z,25,10,2024,Wisconsin,La Crosse,1801 Losey Blvd S,0,0,0,0,0,1,Central High School,La Crosse County
SS,3056080,2024-10-25T00:00:00Z,25,10,2024,Louisiana,St Martinville,762 N Main St,1,0,1,0,0,1,Saint Martinville Senior High,Saint Martin Parish
SS,3055778,2024-10-24T00:00:00Z,24,10,2024,Arkansas,Pine Bluff,1204 LA Prexy Davis Dr,0,2,2,0,0,1,University of Arkansas at Pine Bluff,Jefferson County
SS,3055857,2024-10-24T00:00:00Z,24,10,2024,California,Santa Rosa,599 Bellevue Ave,0,0,0,0,0,1,Elsie Allen High School,Sonoma County
SS,3055624,2024-10-24T00:00:00Z,24,10,2024,South Carolina,Columbia,120 Sparkleberry Ln,0,0,0,0,0,1,Spring Valley High School,Richland County
SS,3054563,2024-10-23T00:00:00Z,23,10,2024,New York,Corona (Queens),85-11 102nd St,0,0,0,0,0,0,P.S. 66 - The Jacqueline Kennedy Onassis School,Queens County
SS,3055370,2024-10-23T00:00:00Z,23,10,2024,Indiana,Evansville,211 Fielding Rd,0,0,0,0,0,1,Harrison High School,Vanderburgh County
SS,3054386,2024-10-23T00:00:00Z,23,10,2024,North Carolina,High Point,1920 McGuinn Dr,0,0,0,0,0,1,T. Wingate Andrews High School,Guilford County
SS,3053757,2024-10-22T00:00:00Z,22,10,2024,South Carolina,North Charleston,6209 Rivers Ave,0,0,0,0,0,1,Learn4Life,Charleston County
SS,3054405,2024-10-22T00:00:00Z,22,10,2024,Florida,Tallahassee,1717 W Tharpe St,0,0,0,0,0,1,Amos P. Godby High School,Leon County
SS,3053533,2024-10-22T00:00:00Z,22,10,2024,Ohio,Cleveland,2439 E 55th St,0,0,0,0,0,1,East Technical High School,Cuyahoga County
SS,3054223,2024-10-22T00:00:00Z,22,10,2024,New York,Brooklyn,5800 Tilden Ave,0,0,0,0,0,1,Samuel J. Tilden High School,Kings County
SS,3053276,2024-10-22T00:00:00Z,22,10,2024,South Carolina,Georgetown,532 McDonald Rd,0,0,0,0,0,1,McDonald Elementary School,Georgetown County
SS,3054071,2024-10-22T00:00:00Z,22,10,2024,New Mexico,Shiprock,US-64,0,0,0,0,0,2,Shiprock High School,San Juan County
SS,3053725,2024-10-21T00:00:00Z,21,10,2024,Georgia,Marietta,340 Aviation Rd SE,0,0,0,0,0,0,Marietta Sixth Grade Academy,Cobb County
SS,3052577,2024-10-21T00:00:00Z,21,10,2024,New Hampshire,Manchester,1 Crusader Way,0,0,0,0,0,1,Manchester Memorial High School,Hillsborough County
SS,3053417,2024-10-21T00:00:00Z,21,10,2024,Florida,Seffner,12000 US-92,0,0,0,0,0,1,Armwood High School,Hillsborough County
SS,3053393,2024-10-21T00:00:00Z,21,10,2024,Florida,Tampa,2011 E Sligh Ave,0,0,0,0,0,1,Sligh Middle Magnet School,Hillsborough County
SS,3055505,2024-10-21T00:00:00Z,21,10,2024,Oregon,Bend,1501 NE Neff Rd,0,0,0,0,0,1,Pilot Butte Middle School,Deschutes County
SS,3052221,2024-10-21T00:00:00Z,21,10,2024,Colorado,Denver,1201 5th St,0,1,1,0,0,1,Auraria Campus,Denver County
SS,3053263,2024-10-21T00:00:00Z,21,10,2024,Texas,New Summerfield,,0,0,0,0,0,1,,Cherokee County
SS,3063017,2024-10-19T00:00:00Z,19,10,2024,Louisiana,Grambling,403 Main St,0,0,0,0,0,1,Grambling State University,Lincoln Parish
SS,3051717,2024-10-19T00:00:00Z,19,10,2024,Georgia,Albany,504 College Dr,1,4,5,0,0,1,Albany State U - East Campus - Student Union,Dougherty County
SS,3050653,2024-10-18T00:00:00Z,18,10,2024,Kentucky,Covington,2500 Madison Ave,0,0,0,0,0,1,Holmes High School,Kenton County
SS,3050627,2024-10-18T00:00:00Z,18,10,2024,Tennessee,Nashville,110 Gallatin Ave,0,0,0,0,0,3,East Nashville Magnet High School,Davidson County
SS,3050792,2024-10-18T00:00:00Z,18,10,2024,Alabama,Dothan,1701 Stadium St,0,1,1,0,0,1,"W.D. ""Rip"" Hewes Stadium",Houston County
SS,3053868,2024-10-18T00:00:00Z,18,10,2024,Alabama,Selma,7975 US-80,1,0,1,0,0,0,Southside High School,Dallas County
SS,3052292,2024-10-18T00:00:00Z,18,10,2024,Delaware,Dover,1 Dover High Dr,0,0,0,0,0,2,Dover High School,Kent County
SS,3052728,2024-10-18T00:00:00Z,18,10,2024,New York,Mastic Beach,240 Mastic Beach Rd,0,0,0,0,0,1,William Floyd High School,Suffolk County
SS,3059474,2024-10-17T00:00:00Z,17,10,2024,West Virginia,Kingwood,731 Preston Dr,0,0,0,0,0,1,Preston High School,Preston County
SS,3049935,2024-10-17T00:00:00Z,17,10,2024,Oregon,Portland,10200 SW Capitol Hwy,0,1,1,0,0,1,Islamic School of Portland,Multnomah County
SS,3050544,2024-10-17T00:00:00Z,17,10,2024,South Carolina,Williamston,804 Hamilton St,0,0,0,0,0,1,Palmetto High School,Anderson County
SS,3050248,2024-10-17T00:00:00Z,17,10,2024,Ohio,Lorain,2515 Marshall Ave,0,0,0,0,0,2,Frank Jacinto Elementary School,Lorain County
SS,3049957,2024-10-17T00:00:00Z,17,10,2024,Louisiana,Lafayette,Marie Antoinette St and Stuart St,0,1,1,0,0,0,Lafayette High School  (New Building Site),Lafayette Parish
SS,3050102,2024-10-17T00:00:00Z,17,10,2024,Kentucky,Louisville,3000 Dundee Rd,0,1,1,0,0,0,Atherton High School,Jefferson County
SS,3049194,2024-10-16T00:00:00Z,16,10,2024,Tennessee,Antioch,1900 Hobson Pike,0,0,0,0,0,1,Antioch High School,Davidson County
SS,3048736,2024-10-16T00:00:00Z,16,10,2024,North Carolina,Raleigh,Thurman Dr and Varsity Dr,0,0,0,0,0,1,North Carolina State University,Wake County
SS,3049683,2024-10-16T00:00:00Z,16,10,2024,Georgia,Grovetown,2010 Warrior Way,0,0,0,0,0,1,Grovetown High School,Columbia County
SS,3048104,2024-10-15T00:00:00Z,15,10,2024,Alabama,Huntsville,2304 Billie Watkins St SW,0,0,0,0,0,0,Huntsville High School,Madison County
SS,3056094,2024-10-15T00:00:00Z,15,10,2024,Kentucky,Paintsville,257 N Mayo Trl,0,0,0,0,0,0,Johnson Central High School,Johnson County
SS,3065425,2024-10-15T00:00:00Z,15,10,2024,New Jersey,Somerset,1345 Easton Ave,0,0,0,0,0,1,Rutgers Preparatory School,Somerset County
SS,3048837,2024-10-15T00:00:00Z,15,10,2024,California,Victorville,18422 Bear Valley Rd,0,0,0,0,0,1,Victor Valley College,San Bernardino County
SS,3048771,2024-10-15T00:00:00Z,15,10,2024,Virginia,Virginia Beach,1700 Dahlia Dr,0,0,0,0,0,1,Green Run High School,Virgina Beach City
SS,3048245,2024-10-15T00:00:00Z,15,10,2024,Maryland,Ellicott City,8700 Old Annapolis Rd,0,0,0,0,0,1,Howard High School,Howard County
SS,3048557,2024-10-15T00:00:00Z,15,10,2024,Washington,Spokane,4106 N Cook St,0,0,0,0,0,1,Shaw Middle School,Spokane County
SS,3049685,2024-10-14T00:00:00Z,14,10,2024,South Carolina,Walterboro,165 Academy Rd,0,0,0,0,0,1,Colleton Preparatory Academy,Colleton County
SS,3048039,2024-10-14T00:00:00Z,14,10,2024,Virginia,Colonial Heights,E River Rd,0,0,0,0,0,0,Virginia State University,County not found
SS,3047242,2024-10-14T00:00:00Z,14,10,2024,South Carolina,Mount Pleasant,1560 Mathis Ferry Rd,0,0,0,0,0,1,Lucy Beckham High School,Charleston County
SS,3048585,2024-10-14T00:00:00Z,14,10,2024,California,Santa Monica,1660 Stewart St,1,0,1,1,0,0,Santa Monica College Center for Media and Design,Los Angeles County
SS,3047595,2024-10-12T00:00:00Z,12,10,2024,Louisiana,Baton Rouge,101 Gateway Center Ln,0,0,0,0,0,0,Wendy's in Gateway Center,East Baton Rouge Parish
SS,3049141,2024-10-12T00:00:00Z,12,10,2024,Michigan,Pontiac,,0,0,0,0,0,1,,Oakland County
SS,3047597,2024-10-12T00:00:00Z,12,10,2024,Louisiana,Baton Rouge,Aster St and Spruce Dr,0,0,0,0,0,1,LSU Aster Street North Lot,East Baton Rouge Parish
SS,3046682,2024-10-12T00:00:00Z,12,10,2024,Texas,Wichita Falls,3410 Taft Blvd,0,0,0,0,0,1,Midwestern State University,Wichita County
SS,3046274,2024-10-12T00:00:00Z,12,10,2024,Indiana,South Bend,Titan Dr,0,1,1,0,0,0,IU South Bend - River Crossing Campus Apartments,Saint Joseph County
SS,3045935,2024-10-11T00:00:00Z,11,10,2024,Tennessee,Ooltewah,6123 Mountain View Rd,0,0,0,0,0,1,Ooltewah High School,Hamilton County
SS,3045179,2024-10-11T00:00:00Z,11,10,2024,Louisiana,Zachary,4100 School St,0,0,0,0,0,1,Zachary High School,East Baton Rouge Parish
SS,3045134,2024-10-11T00:00:00Z,11,10,2024,North Carolina,Laurel Hill,11340 Old Wire Rd,0,0,0,0,0,0,Laurel Hill Elementary School,Lincoln County
SS,3045566,2024-10-11T00:00:00Z,11,10,2024,Ohio,Cleveland Heights,13263 Cedar Rd,0,0,0,0,0,1,Cleveland Heights High School,Cuyahoga County
SS,3045513,2024-10-11T00:00:00Z,11,10,2024,Virginia,Richmond (North Chesterfield),4901 Cogbill Rd,0,0,0,0,0,1,Meadowbrook High School,County not found
SS,3044942,2024-10-10T00:00:00Z,10,10,2024,Ohio,Cleveland Heights,13263 Cedar Rd,0,0,0,0,0,1,Cleveland Heights High School,Cuyahoga County
SS,3044807,2024-10-10T00:00:00Z,10,10,2024,Illinois,Chicago,4837 W Erie St,0,0,0,0,0,0,Nash Elementary School,Cook County
SS,3048672,2024-10-10T00:00:00Z,10,10,2024,Idaho,Caldwell,3401 S Indiana Ave,0,0,0,0,0,1,Caldwell Senior High School,Canyon County
SS,3045022,2024-10-10T00:00:00Z,10,10,2024,Mississippi,Petal,203 E Central Ave,0,0,0,0,0,1,Petal Middle School,Forrest County
SS,3043732,2024-10-08T00:00:00Z,08,10,2024,New Mexico,Albuquerque,10800 Dennis Chavez Blvd SW,0,0,0,0,0,1,Atrisco Heritage Academy High School,Bernalillo County
SS,3043605,2024-10-08T00:00:00Z,08,10,2024,Texas,Crandall,13385 FM 3039,0,0,0,0,0,1,Crandall High School,Kaufman County
SS,3045415,2024-10-07T00:00:00Z,07,10,2024,Ohio,Cleveland Heights,13263 Cedar Rd,0,0,0,0,0,1,Cleveland Heights High School,Cuyahoga County
SS,3043190,2024-10-07T00:00:00Z,07,10,2024,Oklahoma,Oklahoma City,9201 SW 59th St E,0,0,0,0,0,0,Prairie View Elementary School,Oklahoma County
SS,3041305,2024-10-05T00:00:00Z,05,10,2024,Alabama,Montgomery,915 S Jackson St,0,0,0,0,0,2,Alabama State University,Montgomery County
SS,3041977,2024-10-05T00:00:00Z,05,10,2024,Indiana,Indianapolis,3360 W 30th St,0,2,2,0,0,0,Cardinal Ritter High School Football Field,Marion County
SS,3058730,2024-10-05T00:00:00Z,05,10,2024,Georgia,Athens,305 Cedar St,0,0,0,0,0,0,UGA Myers Quad,Athens-Clarke County
SS,3043114,2024-10-04T00:00:00Z,04,10,2024,North Carolina,Winston Salem (Winston-salem),3545 Carver School Rd,0,0,0,0,0,1,Carver High School,Forsyth County
SS,3040834,2024-10-04T00:00:00Z,04,10,2024,Florida,Rockledge,220 Rockledge Ave,0,0,0,0,0,3,Rockledge High School,Brevard County
SS,3041144,2024-10-04T00:00:00Z,04,10,2024,Texas,Weslaco,784 N Westgate Dr,0,0,0,0,0,1,"Bobby Lackey Stadium, Weslaco High School",Hidalgo County
SS,3039796,2024-10-03T00:00:00Z,03,10,2024,Nevada,North Las Vegas,3500 W Gilmore Ave,0,0,0,0,0,1,Theron L. Swainston Middle School,Clark County
SS,3039688,2024-10-03T00:00:00Z,03,10,2024,Michigan,Eastpointe,15501 Couzens Ave,0,0,0,0,0,1,Eastpointe High School,Macomb County
SS,3040286,2024-10-03T00:00:00Z,03,10,2024,North Carolina,Garner,8228 Hebron Church Rd,0,0,0,0,0,1,South Garner High School,Wake County
SS,3039845,2024-10-03T00:00:00Z,03,10,2024,Texas,Palestine,1600 TX-256 Loop,0,0,0,0,0,0,Palestine High School,Anderson County
SS,3038999,2024-10-02T00:00:00Z,02,10,2024,Mississippi,Columbus,215 Hemlock St,0,0,0,0,0,1,Columbus High School,Lowndes County
SS,3041649,2024-10-02T00:00:00Z,02,10,2024,California,Petaluma,680 Sonoma Mountain Pkwy,0,0,0,0,0,0,Santa Rosa Junior College,Sonoma County
SS,3039075,2024-10-02T00:00:00Z,02,10,2024,Idaho,Hagerman,150 E Lake St W,0,0,0,0,0,1,Hagerman Jr/Sr High School,Gooding County
SS,3038740,2024-10-01T00:00:00Z,01,10,2024,Louisiana,St Francisville,8604 US-61,0,0,0,0,0,2,West Feliciana High School,West Feliciana Parish
SS,3039369,2024-10-01T00:00:00Z,01,10,2024,Massachusetts,Brockton,470 Forest Ave,0,0,0,0,0,1,Brockton High School,Plymouth County
SS,3038610,2024-10-01T00:00:00Z,01,10,2024,New Mexico,Albuquerque,7801 Candelaria Rd NE,0,0,0,0,0,0,Sandia High School,Bernalillo County
SS,3039873,2024-10-01T00:00:00Z,01,10,2024,Texas,Waco,2020 N 42nd St,0,0,0,0,0,1,Waco High School,McLennan County
SS,3038321,2024-10-01T00:00:00Z,01,10,2024,Illinois,Ottawa,211 E Main St,0,0,0,0,0,1,Ottawa Township High School,LaSalle County
SS,3039547,2024-09-30T00:00:00Z,30,09,2024,North Carolina,Eden,134 N Pierce St,0,0,0,0,0,1,Morehead High School,Rockingham County
SS,3037320,2024-09-30T00:00:00Z,30,09,2024,Texas,Abilene,4134 Beltway S,0,0,0,0,0,1,Wylie West Junior High School,Taylor County
SS,3037016,2024-09-30T00:00:00Z,30,09,2024,Texas,Harlingen,125 S 13th St,0,0,0,0,0,1,Vernon Middle School,Cameron County
SS,3039367,2024-09-30T00:00:00Z,30,09,2024,Virginia,Stafford,1700 Courthouse Rd,0,0,0,0,0,1,Brooke Point High School,Stafford County
SS,3037747,2024-09-30T00:00:00Z,30,09,2024,Arizona,Prescott Valley,8556 E Loos Dr,0,0,0,0,0,1,Acorn Montessori School,Yavapai County
SS,3038151,2024-09-29T00:00:00Z,29,09,2024,Kentucky,Louisville,5901 Greenwood Rd,0,0,0,0,0,1,Pleasure Ridge Park High School,Jefferson County
SS,3036830,2024-09-29T00:00:00Z,29,09,2024,Kentucky,Louisville,5901 Greenwood Rd,1,1,2,0,0,0,Pleasure Ridge Park High School,Jefferson County
SS,3036411,2024-09-28T00:00:00Z,28,09,2024,New York,Buffalo,Rockwell Rd and Rees St,0,0,0,0,0,0,SUNY Buffalo State U Parking Lot R-15,Erie County
SS,3057616,2024-09-27T00:00:00Z,27,09,2024,Nevada,Sparks,1350 Baring Blvd,0,0,0,0,0,2,Edward C Reed High School,Washoe County
SS,3036145,2024-09-27T00:00:00Z,27,09,2024,New York,Brooklyn,985 Rockaway Ave,0,0,0,0,0,0,Metropolitan Diploma Plus High School,Kings County
SS,3035183,2024-09-27T00:00:00Z,27,09,2024,Louisiana,Lafayette,320 Devalcourt St,0,0,0,0,0,1,South Louisiana Community College and the Early College Academy,Lafayette Parish
SS,3038474,2024-09-27T00:00:00Z,27,09,2024,Texas,El Paso,5400 Sun Valley Dr,0,0,0,0,0,1,Andress High School,El Paso County
SS,3035721,2024-09-27T00:00:00Z,27,09,2024,Wisconsin,Milwaukee,330 Glenview Ave,0,1,1,0,0,0,Wisconsin Lutheran High School,Milwaukee County
SS,3034650,2024-09-26T00:00:00Z,26,09,2024,New York,Brooklyn,985 Rockaway Ave,0,0,0,0,0,2,Metropolitan Diploma Plus High School,Kings County
SS,3034963,2024-09-26T00:00:00Z,26,09,2024,Idaho,Pocatello,1800 Bench Rd,0,0,0,0,0,0,Highland High School,Bannock County
SS,3034978,2024-09-26T00:00:00Z,26,09,2024,Wyoming,Rock Springs,1375 James Dr,0,0,0,0,0,1,Rock Springs High School,Sweetwater County
SS,3045559,2024-09-26T00:00:00Z,26,09,2024,New Mexico,Los Lunas,32 Sun Valley Rd,0,0,0,0,0,1,Century High School,Valencia County
SS,3035612,2024-09-25T00:00:00Z,25,09,2024,Minnesota,Minneapolis (Brooklyn Park),7300 Brooklyn Blvd,0,0,0,0,0,1,Park Center High School,County not found
SS,3039674,2024-09-25T00:00:00Z,25,09,2024,Michigan,Mackinaw City,609 W Central Ave,0,0,0,0,0,0,Mackinaw City Public Schools,Cheboygan County
SS,3034653,2024-09-25T00:00:00Z,25,09,2024,Georgia,Newnan,190 Lagrange St,0,0,0,0,0,1,Newnan High School,Coweta County
SS,3033809,2024-09-25T00:00:00Z,25,09,2024,Washington,Kennewick,600 N. Arthur St,0,0,0,0,0,0,Kamiakin High School,Benton County
SS,3034542,2024-09-25T00:00:00Z,25,09,2024,Louisiana,Loranger,19404 Hiatt Rd,0,0,0,0,0,1,Loranger High School,Tangipahoa Parish
SS,3034357,2024-09-25T00:00:00Z,25,09,2024,New York,Brooklyn,956 E 82nd St,0,2,2,0,0,0,I.S. 068 Isaac Bildersee,Kings County
SS,3035770,2024-09-25T00:00:00Z,25,09,2024,Washington,Kent (Covington),25800 164th Ave SE,0,0,0,0,0,1,Kentwood High School,County not found
SS,3034261,2024-09-25T00:00:00Z,25,09,2024,Pennsylvania,Williamsport,2990 W 4th St,0,0,0,0,0,1,WILLIAMSPORT AREA HIGH SCHOOL,Lycoming County
SS,3034905,2024-09-25T00:00:00Z,25,09,2024,Tennessee,Maryville,131 S Old Glory Rd,0,0,0,0,0,1,Mary Blount Elementary School,Blount County
SS,3034921,2024-09-25T00:00:00Z,25,09,2024,Tennessee,Memphis,1363 E Person Ave,0,0,0,0,0,1,Hamilton High School,Shelby County
SS,3033131,2024-09-24T00:00:00Z,24,09,2024,Delaware,New Castle,713 E Basin Rd,0,0,0,0,0,1,William Penn High School,New Castle County
SS,3033272,2024-09-24T00:00:00Z,24,09,2024,North Carolina,Charlotte,4000 Gallant Ln,0,0,0,0,0,1,Kennedy Middle School,Mecklenburg County
SS,3033231,2024-09-24T00:00:00Z,24,09,2024,Illinois,Highland Park,700 block of Red Oak Ln,0,0,0,0,0,1,North Shore Academy,Lake County
SS,3034226,2024-09-24T00:00:00Z,24,09,2024,Washington,Camas,5220 NW Parker St,0,0,0,0,0,0,Skyridge Middle School,Clark County
SS,3034561,2024-09-24T00:00:00Z,24,09,2024,North Carolina,Warsaw,158 Lanefield Rd,0,0,0,0,0,0,Warsaw Elementary School,Duplin County
SS,3033601,2024-09-24T00:00:00Z,24,09,2024,New York,Brooklyn,6565 Flatlands Ave,0,1,1,0,0,0,South Shore High School,Kings County
SS,3032410,2024-09-23T00:00:00Z,23,09,2024,Alabama,Albertville,402 E McCord Ave,0,0,0,0,0,1,Albertville High School,Marshall County
