File,Incident ID,Incident Date,Day,Month,Year,State,City Or County,Address,Victims Killed,Victims Injured,Total Victims,Suspects Killed,Suspects Injured,Suspects Arrested,Business/Location Name,County
MS,1783928,2020-09-02T00:00:00Z,02,09,2020,California,Oakland,Kerwin Ave and 105th Ave,0,4,4,0,0,0,,Alameda County
MS,1825993,2020-08-31T00:00:00Z,31,08,2020,Pennsylvania,Philadelphia,1500 block of W Clearfield St,0,5,5,0,0,0,,Philadelphia County
MS,1782962,2020-08-31T00:00:00Z,31,08,2020,Florida,Tallahassee,2660 Old Bainbridge Rd,0,4,4,0,0,0,,Leon County
MS,1780301,2020-08-30T00:00:00Z,30,08,2020,Kentucky,Lexington,545 N Upper St,0,7,7,0,0,0,,Fayette County
MS,1780199,2020-08-30T00:00:00Z,30,08,2020,Illinois,Zion,2300 block of Joppa Ave,1,3,4,0,0,0,,Lake County
MS,1780266,2020-08-30T00:00:00Z,30,08,2020,Texas,San Antonio,S Olive St and Aransas Ave,2,2,4,0,0,0,,Bexar County
MS,1779981,2020-08-30T00:00:00Z,30,08,2020,New York,Buffalo,500 block of Fillmore Ave,1,4,5,0,0,0,,Erie County
MS,1784122,2020-08-30T00:00:00Z,30,08,2020,Pennsylvania,Philadelphia,5317 Oxford Ave,0,4,4,0,0,0,,Philadelphia County
MS,1779718,2020-08-30T00:00:00Z,30,08,2020,Illinois,Chicago,11601 S Western Ave,1,4,5,0,0,0,,Cook County
MS,1780091,2020-08-30T00:00:00Z,30,08,2020,Kentucky,Madisonville,400 block of Elm St,0,5,5,0,0,0,,Hopkins County
MS,1780228,2020-08-29T00:00:00Z,29,08,2020,Nevada,Las Vegas,777 E Twain Ave,2,2,4,0,0,2,,Clark County
MS,1778571,2020-08-29T00:00:00Z,29,08,2020,Illinois,Rock Island,1800 2nd Ave,1,5,6,0,0,1,,Rock Island County
MS,1778435,2020-08-28T00:00:00Z,28,08,2020,Minnesota,Minneapolis,2400 block of Irving Ave N,0,4,4,0,0,0,,Hennepin County
MS,1778542,2020-08-28T00:00:00Z,28,08,2020,Pennsylvania,Chester,2900 block of W 2nd St,1,3,4,0,0,0,,Delaware County
MS,1779023,2020-08-28T00:00:00Z,28,08,2020,Texas,Dallas,2600 block of Elm St,1,4,5,0,0,1,,Dallas County
MS,1777607,2020-08-27T00:00:00Z,27,08,2020,Oregon,Portland,10500 block of NE Halsey St,1,3,4,0,0,0,,Multnomah County
MS,1777180,2020-08-26T00:00:00Z,26,08,2020,Michigan,Pontiac,252 Carriage Circle Dr,3,1,4,0,0,1,,Oakland County
MS,1776905,2020-08-26T00:00:00Z,26,08,2020,South Carolina,Hilton Head Island,Muddy Creek Rd and Spanish Wells Rd,0,4,4,0,0,3,,Beaufort County
MS,1777400,2020-08-26T00:00:00Z,26,08,2020,Pennsylvania,Philadelphia,5500 block of Chew Ave,0,4,4,0,0,0,,Philadelphia County
MS,1776189,2020-08-25T00:00:00Z,25,08,2020,Virginia,Norfolk,800 block of E Princess Anne Rd,0,5,5,0,0,1,,Norfolk City
MS,1775249,2020-08-25T00:00:00Z,25,08,2020,New York,Rochester,70 block of Flower St,0,4,4,0,0,0,,Monroe County
MS,1774123,2020-08-24T00:00:00Z,24,08,2020,Michigan,Detroit,11938 E McNichols Rd,0,4,4,0,0,0,,Wayne County
MS,1773194,2020-08-24T00:00:00Z,24,08,2020,California,Sacramento,1200 block of Helena Ave,1,3,4,0,0,1,,Sacramento County
MS,1774138,2020-08-24T00:00:00Z,24,08,2020,Florida,West Palm Beach,1000 block of 18th St,0,4,4,0,0,0,,Palm Beach County
MS,1773996,2020-08-24T00:00:00Z,24,08,2020,Virginia,Richmond,2300 block of Bethel St,1,4,5,0,0,0,,Richmond City
MS,1772623,2020-08-23T00:00:00Z,23,08,2020,Arkansas,Pine Bluff,2901 W 28th Ave,0,7,7,0,0,0,,Jefferson County
MS,1772513,2020-08-23T00:00:00Z,23,08,2020,New York,Brooklyn,2946 W 23rd St,1,3,4,0,0,0,,Kings County
MS,1772934,2020-08-23T00:00:00Z,23,08,2020,Colorado,Pueblo,2000 block of Longhorn Point,0,6,6,0,0,2,,Pueblo County
MS,1772680,2020-08-23T00:00:00Z,23,08,2020,Tennessee,Somerville,1100 block of Brewer Rd,1,4,5,0,0,7,,Fayette County
MS,1772438,2020-08-23T00:00:00Z,23,08,2020,Illinois,Champaign,100 block of Kenwood Rd,0,4,4,0,0,0,,Champaign County
MS,1773006,2020-08-23T00:00:00Z,23,08,2020,Illinois,Chicago,6600 S Halsted St,0,4,4,0,0,0,,Cook County
MS,1772764,2020-08-22T00:00:00Z,22,08,2020,Illinois,Rockford,1300 block of 10th St,1,3,4,0,0,0,,Winnebago County
MS,1772174,2020-08-22T00:00:00Z,22,08,2020,Alabama,Bessemer,Allison Bonnet Memorial Dr and Rutledge Dr,1,3,4,0,0,0,,Jefferson County
MS,2987711,2020-08-20T00:00:00Z,20,08,2020,Georgia,Decatur,2800 block of Flat Shoals Rd,1,3,4,0,0,1,,DeKalb County
MS,1769444,2020-08-19T00:00:00Z,19,08,2020,Pennsylvania,Philadelphia,700 block of S 55th St,0,4,4,0,0,0,,Philadelphia County
MS,1769489,2020-08-19T00:00:00Z,19,08,2020,Illinois,Chicago,8500 block of S Parnell Ave,0,6,6,0,0,0,,Cook County
MS,1768125,2020-08-18T00:00:00Z,18,08,2020,Pennsylvania,Philadelphia,3000 block of Cumberland St,1,4,5,0,0,0,,Philadelphia County
MS,1767851,2020-08-18T00:00:00Z,18,08,2020,New York,Corona (Queens),35-35 21st St,0,4,4,0,0,0,,Queens County
MS,1767747,2020-08-18T00:00:00Z,18,08,2020,Illinois,Rockford,3001 Harney Ct,0,4,4,0,0,0,,Winnebago County
MS,1768683,2020-08-17T00:00:00Z,17,08,2020,Ohio,Cleveland,Dove Ave and E 102nd St,0,5,5,0,0,0,,Cuyahoga County
MS,1766574,2020-08-17T00:00:00Z,17,08,2020,New York,Brooklyn,Atlantic Ave and Hinsdale St,0,4,4,0,0,0,,Kings County
MS,1767402,2020-08-17T00:00:00Z,17,08,2020,Texas,Dayton,County Rd 4901,3,2,5,0,0,1,,Liberty County
MS,1765658,2020-08-16T00:00:00Z,16,08,2020,Kentucky,Lexington,1000 block of Newtown Ct,1,3,4,0,0,0,,Fayette County
MS,1765624,2020-08-16T00:00:00Z,16,08,2020,Ohio,Cincinnati,700 block of Chalfonte Pl,1,3,4,0,0,0,,Hamilton County
MS,1765636,2020-08-16T00:00:00Z,16,08,2020,Ohio,Cincinnati,70 E McMicken Ave,2,9,11,0,0,0,,Hamilton County
MS,1766423,2020-08-16T00:00:00Z,16,08,2020,Ohio,Cincinnati,700 block of Chalfonte Pl,1,3,4,0,0,1,,Hamilton County
MS,1766380,2020-08-16T00:00:00Z,16,08,2020,Colorado,Denver,W Alameda Ave and S Federal Blvd,2,4,6,0,0,0,,Denver County
MS,1765920,2020-08-16T00:00:00Z,16,08,2020,Oklahoma,Oklahoma City,SW 59th St and Agnew Ave,0,4,4,0,0,0,,Oklahoma County
MS,1765336,2020-08-15T00:00:00Z,15,08,2020,Michigan,Belleville,24914 Martinsville Rd,4,0,4,0,0,1,,Wayne County
MS,1765499,2020-08-15T00:00:00Z,15,08,2020,Pennsylvania,Philadelphia,N 10th St and Brown St,0,5,5,0,0,0,,Philadelphia County
MS,1765890,2020-08-15T00:00:00Z,15,08,2020,New York,Rochester,501 Thurston Rd,0,5,5,0,0,0,,Monroe County
MS,1765705,2020-08-15T00:00:00Z,15,08,2020,Connecticut,New Haven,Rosette St and Hurlburt St,1,5,6,0,0,1,,South Central Connecticut Planning Region
MS,1764756,2020-08-15T00:00:00Z,15,08,2020,Alabama,Troy,4100 US-231 S,2,3,5,0,0,1,,Pike County
MS,1764619,2020-08-14T00:00:00Z,14,08,2020,New York,New York (Manhattan),111 Lenox Ave,0,4,4,0,0,0,,New York County
MS,1762951,2020-08-12T00:00:00Z,12,08,2020,New Jersey,Newark,N 12th St,1,4,5,0,0,0,,Essex County
MS,1762997,2020-08-12T00:00:00Z,12,08,2020,Ohio,Dayton,2049 Catalpa Dr,1,3,4,0,0,0,,Montgomery County
MS,1761557,2020-08-11T00:00:00Z,11,08,2020,California,Torrance,22904 Lockness Ave,0,5,5,0,0,0,,Los Angeles County
MS,1759873,2020-08-09T00:00:00Z,09,08,2020,Colorado,Denver,1400 block of W Byers Pl,0,9,9,0,0,0,,Denver County
MS,1759779,2020-08-09T00:00:00Z,09,08,2020,Ohio,Toledo,Monroe St and N Detroit Ave,0,6,6,0,0,0,,Lucas County
MS,1758966,2020-08-09T00:00:00Z,09,08,2020,District of Columbia,Washington,3300 block of Dubois Pl SE,1,21,22,0,0,0,,District of Columbia
MS,1760207,2020-08-09T00:00:00Z,09,08,2020,Mississippi,Jackson,3600 block of Cromwell St,0,4,4,0,0,0,,Hinds County
MS,1760261,2020-08-09T00:00:00Z,09,08,2020,Texas,Houston,9700 Homestead Rd,0,4,4,0,0,0,,Harris County
MS,1759425,2020-08-08T00:00:00Z,08,08,2020,Kentucky,Paducah,900 block of Boyd St,1,3,4,0,1,4,,McCracken County
MS,1759237,2020-08-08T00:00:00Z,08,08,2020,Alabama,Birmingham,426 18th St Ensley,1,5,6,0,0,0,,Jefferson County
MS,1758838,2020-08-08T00:00:00Z,08,08,2020,Pennsylvania,Philadelphia,1101 N 38th St,0,6,6,0,0,0,,Philadelphia County
MS,1759439,2020-08-08T00:00:00Z,08,08,2020,Massachusetts,Brockton,124 Laureston St,0,5,5,0,0,0,,Plymouth County
MS,1758774,2020-08-08T00:00:00Z,08,08,2020,New York,Albany,First St and Quail St,1,3,4,0,0,0,,Albany County
MS,1757380,2020-08-06T00:00:00Z,06,08,2020,California,Oakland,4500 block of Fairfax Ave,1,3,4,0,0,1,,Alameda County
MS,1756248,2020-08-05T00:00:00Z,05,08,2020,Illinois,Chicago,700 block of S Karlov Ave,0,4,4,0,0,0,,Cook County
MS,1755566,2020-08-04T00:00:00Z,04,08,2020,Wisconsin,Madison,333 S Rosa Rd,0,4,4,0,0,2,,Dane County
MS,1755297,2020-08-04T00:00:00Z,04,08,2020,District of Columbia,Washington,5400 block of Georgia Ave NW,0,4,4,0,0,0,,District of Columbia
MS,1754613,2020-08-04T00:00:00Z,04,08,2020,California,Beverly Hills,13200 Mulholland Dr,1,4,5,0,0,0,,Los Angeles County
MS,1754640,2020-08-04T00:00:00Z,04,08,2020,Missouri,St Louis,5300 block of Bircher Blvd,1,3,4,0,0,0,,St. Louis County
MS,1754672,2020-08-04T00:00:00Z,04,08,2020,Connecticut,Hartford,818 Windsor St,1,5,6,0,0,0,,Capitol Planning Region
MS,1754363,2020-08-03T00:00:00Z,03,08,2020,New York,Bronx,450 St Ann's Ave,0,4,4,0,0,0,,Bronx County
MS,1753320,2020-08-02T00:00:00Z,02,08,2020,Pennsylvania,Philadelphia,3100 block of Weymouth St,0,4,4,0,0,0,,Philadelphia County
MS,1753561,2020-08-02T00:00:00Z,02,08,2020,New Jersey,Newark,200 block of 6th Ave,0,5,5,0,0,0,,Essex County
MS,1752100,2020-08-01T00:00:00Z,01,08,2020,Illinois,Chicago,100 block of N Laporte Ave,1,4,5,0,0,2,,Cook County
MS,1753235,2020-08-01T00:00:00Z,01,08,2020,Texas,Pointblank,4411 Counts Rd,2,3,5,0,0,0,,San Jacinto County
MS,1751949,2020-08-01T00:00:00Z,01,08,2020,Colorado,Denver,3000 block of W Virginia Ave,1,4,5,0,0,0,,Denver County
MS,1752790,2020-08-01T00:00:00Z,01,08,2020,Alabama,Montgomery,1100 block of Eastern Blvd,0,4,4,0,0,0,,Montgomery County
MS,1752019,2020-07-31T00:00:00Z,31,07,2020,Pennsylvania,Philadelphia,2500 block of Ingersoll St,1,3,4,0,0,0,,Philadelphia County
MS,1750611,2020-07-30T00:00:00Z,30,07,2020,Florida,Tampa,I-275 and N Westshore Blvd,0,5,5,0,0,1,,Hillsborough County
MS,1750548,2020-07-30T00:00:00Z,30,07,2020,Florida,Miami Gardens,16701 NW 42 Ave,0,5,5,0,0,0,,Miami-Dade County
MS,1750250,2020-07-29T00:00:00Z,29,07,2020,Michigan,Detroit,5200 block of Canton St,0,4,4,0,0,0,,Wayne County
MS,1749873,2020-07-29T00:00:00Z,29,07,2020,Ohio,Elyria,537 Willow Park Rd,4,0,4,1,0,0,,Lorain County
MS,1749746,2020-07-29T00:00:00Z,29,07,2020,Missouri,St Louis,5500 block of Floy Ave,3,2,5,0,0,1,,St. Louis County
MS,1749281,2020-07-28T00:00:00Z,28,07,2020,Delaware,Wilmington,1100 block of Beech St,2,2,4,0,0,0,,New Castle County
MS,1749535,2020-07-28T00:00:00Z,28,07,2020,Wisconsin,Milwaukee,2600 block of W Atkinson Ave,0,4,4,0,0,0,,Milwaukee County
MS,1748134,2020-07-27T00:00:00Z,27,07,2020,Washington,Federal Way,2410 S 312th St,1,3,4,0,0,1,,King County
MS,1747700,2020-07-27T00:00:00Z,27,07,2020,Illinois,Chicago,705 E 92nd Pl,1,4,5,0,0,0,,Cook County
MS,1746658,2020-07-26T00:00:00Z,26,07,2020,Texas,Mount Enterprise,1039 FM 1798,0,4,4,0,0,1,,Rusk County
MS,1746441,2020-07-26T00:00:00Z,26,07,2020,Michigan,Flint,4462 Corunna Rd,1,3,4,0,0,2,,Genesee County
MS,1746282,2020-07-26T00:00:00Z,26,07,2020,Kentucky,Louisville,I-64,1,3,4,0,0,0,,Jefferson County
MS,1746417,2020-07-26T00:00:00Z,26,07,2020,Colorado,Commerce City,6300 block of Ivanhoe St,1,3,4,0,0,0,,Adams County
MS,1748023,2020-07-26T00:00:00Z,26,07,2020,Arkansas,Magnolia,1000 block of W Monroe St,0,4,4,0,0,0,,Columbia County
MS,1746582,2020-07-25T00:00:00Z,25,07,2020,Michigan,Flint,4813 Clio Rd,0,6,6,0,0,1,,Genesee County
MS,1745903,2020-07-25T00:00:00Z,25,07,2020,North Carolina,Raleigh,503 Bragg St,0,4,4,0,0,1,,Wake County
MS,1746160,2020-07-25T00:00:00Z,25,07,2020,Florida,Miami,2900 block of Northwest 51st St,1,3,4,0,0,2,,Miami-Dade County
MS,1746430,2020-07-25T00:00:00Z,25,07,2020,Colorado,Denver,East 33rd Ave and Hudson St,2,3,5,0,0,0,,Denver County
MS,1746674,2020-07-25T00:00:00Z,25,07,2020,Texas,Dallas,525 S Riverfront Blvd,0,4,4,0,0,0,,Dallas County
MS,1745737,2020-07-25T00:00:00Z,25,07,2020,California,Manteca,4447 Woodward Ave,0,7,7,0,0,0,,San Joaquin County
MS,1744407,2020-07-24T00:00:00Z,24,07,2020,Georgia,Atlanta,Sunset Ave NW and Lester St NW,2,2,4,0,0,1,,Fulton County
MS,1743168,2020-07-23T00:00:00Z,23,07,2020,Virginia,Fairfield,3700 block of Meadowbridge Rd,1,3,4,0,0,0,,Rockbridge County
MS,1743488,2020-07-23T00:00:00Z,23,07,2020,Virginia,Petersburg,Wesley St,0,4,4,0,0,0,,Petersburg
MS,1744332,2020-07-23T00:00:00Z,23,07,2020,Illinois,Chicago,120th St and Prairie Ave,2,4,6,0,0,0,,Cook County
MS,1743108,2020-07-22T00:00:00Z,22,07,2020,Michigan,Warren,28200 block of Lawson St,0,4,4,0,0,0,,Macomb County
MS,1741838,2020-07-21T00:00:00Z,21,07,2020,Illinois,Chicago,1018 W 79th St,0,15,15,0,0,0,,Cook County
MS,1740533,2020-07-20T00:00:00Z,20,07,2020,Virginia,Richmond,6850 Forest Hill Ave,1,4,5,0,0,0,,Richmond City
MS,1740615,2020-07-20T00:00:00Z,20,07,2020,Illinois,Chicago,S Lawndale Ave and W Douglas Blvd,0,5,5,0,0,0,,Cook County
MS,1739920,2020-07-19T00:00:00Z,19,07,2020,Michigan,Detroit,McKinney St and Meuse St,1,3,4,0,0,0,,Wayne County
MS,1739571,2020-07-19T00:00:00Z,19,07,2020,Nebraska,Omaha,28th St and T Ave,0,8,8,0,0,0,,Douglas County
MS,1740013,2020-07-19T00:00:00Z,19,07,2020,Illinois,Chicago,11300 block of South Carpenter St,2,3,5,0,0,0,,Cook County
MS,1739434,2020-07-19T00:00:00Z,19,07,2020,Illinois,Peoria,NE Water St and Hamilton Blvd,0,13,13,0,0,0,,Peoria County
MS,1739658,2020-07-19T00:00:00Z,19,07,2020,District of Columbia,Washington,3600 block of 14th St NW,1,8,9,0,0,0,,District of Columbia
MS,1739917,2020-07-19T00:00:00Z,19,07,2020,Michigan,Detroit,9122 Dexter Ave,4,0,4,0,0,1,,Wayne County
MS,1738635,2020-07-18T00:00:00Z,18,07,2020,Illinois,Chicago,1600 block of S Keeler Ave,1,4,5,0,0,0,,Cook County
MS,1739097,2020-07-17T00:00:00Z,17,07,2020,Ohio,Columbus,E 6th Ave and Summit St,0,4,4,0,0,0,,Franklin County
MS,1739413,2020-07-17T00:00:00Z,17,07,2020,Florida,Madison,SW Louisiana Terrace,0,4,4,0,0,1,,Madison County
MS,1736508,2020-07-16T00:00:00Z,16,07,2020,Tennessee,Nashville,S 7th St and Sylvan St,0,5,5,0,0,0,,Davidson County
MS,1736383,2020-07-15T00:00:00Z,15,07,2020,Louisiana,Shreveport,6725 Buncombe Rd,1,3,4,0,0,0,,Caddo Parish
MS,1735326,2020-07-15T00:00:00Z,15,07,2020,New York,Brooklyn,President St and Franklin Ave,1,5,6,0,0,0,,Kings County
MS,1735573,2020-07-14T00:00:00Z,14,07,2020,Missouri,St Joseph,S 18th St and Charles St,0,5,5,0,0,0,,Buchanan County
MS,1735470,2020-07-14T00:00:00Z,14,07,2020,North Carolina,Durham,200 Block of S Benjamine St,0,8,8,0,0,0,,Durham County
MS,1733702,2020-07-13T00:00:00Z,13,07,2020,New York,Brooklyn,Remsen Ave,0,6,6,0,0,0,,Kings County
MS,1734064,2020-07-13T00:00:00Z,13,07,2020,Kentucky,Louisville,1200 block of W Hill St,1,3,4,0,0,0,,Jefferson County
MS,1734058,2020-07-13T00:00:00Z,13,07,2020,Washington,Kent,23201 Pacific Hwy South,0,6,6,0,0,2,,King County
MS,1732993,2020-07-12T00:00:00Z,12,07,2020,New York,Brooklyn,Madison St and Marcus Garvey Blvd,1,3,4,0,0,2,,Kings County
MS,1732485,2020-07-12T00:00:00Z,12,07,2020,Louisiana,Baton Rouge,4718 Plank Rd,1,7,8,0,0,0,,East Baton Rouge Parish
MS,1732688,2020-07-12T00:00:00Z,12,07,2020,Michigan,Lansing,3029 BeauJardin Dr,0,5,5,0,0,0,,Ingham County
MS,1732365,2020-07-12T00:00:00Z,12,07,2020,Florida,Fort Lauderdale,3000 block of NW 12th Ct,2,2,4,0,0,0,,Broward County
MS,1733188,2020-07-12T00:00:00Z,12,07,2020,Illinois,Chicago,700 block of W 66th Pl,1,3,4,0,0,0,,Cook County
MS,1732229,2020-07-12T00:00:00Z,12,07,2020,Illinois,Chicago,1100 block of N Lawndale Ave,1,4,5,0,0,0,,Cook County
MS,1732532,2020-07-12T00:00:00Z,12,07,2020,Mississippi,Como,2965 Hunter Chapel Road,2,4,6,0,0,2,,Panola County
MS,1731349,2020-07-11T00:00:00Z,11,07,2020,New York,Rochester,485 N Clinton Ave,0,6,6,0,0,0,,Monroe County
MS,1732321,2020-07-11T00:00:00Z,11,07,2020,Delaware,Wilmington,600 block of N Pine St,0,5,5,0,0,0,,New Castle County
MS,1727743,2020-07-07T00:00:00Z,07,07,2020,Virginia,Alexandria,7900 block of Janna Lee Ave,0,5,5,0,0,0,,County not found
MS,1728683,2020-07-07T00:00:00Z,07,07,2020,New Jersey,Paterson,Harrison St and Carroll St,4,3,7,0,0,0,,Passaic County
MS,1727567,2020-07-06T00:00:00Z,06,07,2020,Illinois,Chicago,1305 W 76th St,0,6,6,0,0,0,,Cook County
MS,1725108,2020-07-05T00:00:00Z,05,07,2020,South Carolina,Greenville,1701 White Horse Rd,2,8,10,0,0,1,,Greenville County
MS,1725883,2020-07-05T00:00:00Z,05,07,2020,Illinois,Chicago,3700 block of W Jackson Blvd,0,4,4,0,0,0,,Cook County
MS,1725802,2020-07-05T00:00:00Z,05,07,2020,Iowa,Davenport,1000 block of W 3rd St,1,3,4,0,0,0,,Scott County
MS,1725167,2020-07-05T00:00:00Z,05,07,2020,New York,New York (Manhattan),549 Academy St,0,5,5,0,0,0,,New York County
MS,1726770,2020-07-05T00:00:00Z,05,07,2020,Arkansas,Helena,1317 Perry St,1,3,4,0,0,0,,Phillips County
MS,1725690,2020-07-05T00:00:00Z,05,07,2020,Georgia,Atlanta,200 block of Auburn Ave,2,13,15,0,0,1,,Fulton County
MS,1725946,2020-07-05T00:00:00Z,05,07,2020,Missouri,Columbia,Volunteer Dr and Grace Ln,2,3,5,0,0,1,,Boone County
MS,1725379,2020-07-05T00:00:00Z,05,07,2020,Wisconsin,Milwaukee,5800 block of W Hope Ave,0,4,4,0,0,0,,Milwaukee County
MS,1726446,2020-07-05T00:00:00Z,05,07,2020,Texas,Houston,Service Rd and Holcombe Blvd,0,4,4,0,0,0,,Harris County
MS,1725327,2020-07-05T00:00:00Z,05,07,2020,Maryland,Cambridge,700 block of Weaver Ave,0,4,4,0,0,0,,Dorchester County
MS,1725145,2020-07-05T00:00:00Z,05,07,2020,Illinois,Chicago,1500 block of S Millard Ave,1,5,6,0,0,0,,Cook County
MS,1725635,2020-07-05T00:00:00Z,05,07,2020,Pennsylvania,Ephrata,6 Blackberry Ln,0,4,4,0,0,1,,Lancaster County
MS,1726034,2020-07-05T00:00:00Z,05,07,2020,Illinois,Freeport,900 block of S Carroll Ave,1,5,6,0,0,0,,Stephenson County
MS,1727515,2020-07-05T00:00:00Z,05,07,2020,Mississippi,Greenville,Union St,0,4,4,0,0,0,,Washington County
MS,1725571,2020-07-05T00:00:00Z,05,07,2020,Michigan,Detroit,San Juan Dr and W McNichols Rd,2,4,6,0,0,0,,Wayne County
MS,1725025,2020-07-04T00:00:00Z,04,07,2020,Maryland,Temple Hills (Marlow Heights),4600 Dallas Pl,1,3,4,0,0,0,,County not found
MS,1725670,2020-07-04T00:00:00Z,04,07,2020,Georgia,Atlanta,1600 block of Lakewood Ave,0,5,5,0,0,0,,Fulton County
MS,1724231,2020-07-04T00:00:00Z,04,07,2020,Michigan,Detroit,8340 Homer St,2,3,5,0,0,0,,Wayne County
MS,1725735,2020-07-04T00:00:00Z,04,07,2020,South Carolina,Barnwell,,0,5,5,0,0,0,,Barnwell County
MS,1725098,2020-07-04T00:00:00Z,04,07,2020,Illinois,Chicago,8300 block of S Kingston Ave,1,3,4,0,0,0,,Cook County
MS,1725081,2020-07-04T00:00:00Z,04,07,2020,Illinois,Chicago,6100 block of S Carpenter St,4,4,8,0,0,0,,Cook County
MS,1725407,2020-07-04T00:00:00Z,04,07,2020,Massachusetts,Lynn,134 Fayette St,1,4,5,0,0,3,,Essex County
MS,1724219,2020-07-04T00:00:00Z,04,07,2020,Mississippi,Jackson,6340 Ridgewood Ct Dr,1,3,4,0,0,1,,Hinds County
MS,1724887,2020-07-04T00:00:00Z,04,07,2020,Louisiana,Baton Rouge,11300 block of Greenwell Springs Rd,0,4,4,0,0,1,,East Baton Rouge Parish
MS,1724273,2020-07-03T00:00:00Z,03,07,2020,Maryland,Baltimore,700 block of S Woodington Rd,0,4,4,0,0,0,,Baltimore City
MS,1723897,2020-07-03T00:00:00Z,03,07,2020,Alabama,Birmingham,2000 Riverchase Galleria,1,3,4,0,0,3,,Jefferson County
MS,1723184,2020-07-02T00:00:00Z,02,07,2020,California,Delano,2100 block of Oleander St,2,3,5,0,0,0,,Kern County
MS,1723352,2020-07-02T00:00:00Z,02,07,2020,Massachusetts,Somerville,5 River Rd,0,4,4,0,0,3,,Middlesex County
MS,1722839,2020-07-02T00:00:00Z,02,07,2020,New Jersey,Paterson,N Main St and Jefferson St,1,4,5,0,0,0,,Passaic County
MS,1722142,2020-07-01T00:00:00Z,01,07,2020,California,Oakland,MacArthur Fwy and 106th Ave,0,4,4,0,0,0,,Alameda County
MS,1729506,2020-07-01T00:00:00Z,01,07,2020,Louisiana,Lake Charles,1600 block of Moss St,0,4,4,0,0,1,,Calcasieu Parish
MS,1721964,2020-06-30T00:00:00Z,30,06,2020,Iowa,Davenport,1400 block of Pershing Ave,0,5,5,0,0,0,,Scott County
MS,1720781,2020-06-30T00:00:00Z,30,06,2020,Georgia,Atlanta,Parkway Dr,1,4,5,0,0,0,,Fulton County
MS,1721669,2020-06-30T00:00:00Z,30,06,2020,Massachusetts,Boston,14 Circuit St,1,3,4,0,0,0,,Suffolk County
MS,1720761,2020-06-30T00:00:00Z,30,06,2020,Illinois,Chicago,350 W Chicago Ave,0,4,4,0,0,0,,Cook County
MS,1721572,2020-06-30T00:00:00Z,30,06,2020,Ohio,Dayton,3500 block of Stanford Pl,0,4,4,0,0,0,,Montgomery County
MS,1722317,2020-06-30T00:00:00Z,30,06,2020,Arkansas,Greenbrier,123 Laramie Rd,0,4,4,0,0,1,,Faulkner County
MS,1720834,2020-06-29T00:00:00Z,29,06,2020,California,Sylmar,Osborne St and Foothill Blvd,0,4,4,0,0,0,,Los Angeles County
MS,1720655,2020-06-29T00:00:00Z,29,06,2020,South Dakota,Sioux Falls,902 N Prairie Ave,1,3,4,0,0,1,,Minnehaha County
MS,1719693,2020-06-28T00:00:00Z,28,06,2020,Pennsylvania,Philadelphia,1900 block of E Somerset St,2,2,4,0,0,0,,Philadelphia County
MS,1719668,2020-06-28T00:00:00Z,28,06,2020,Alabama,Akron,Co Rd 21,0,7,7,0,0,1,,Hale County
MS,1718966,2020-06-27T00:00:00Z,27,06,2020,Illinois,Chicago,3100 block of S Rhodes Ave,2,2,4,0,0,0,,Cook County
MS,1718847,2020-06-27T00:00:00Z,27,06,2020,California,Red Bluff,10815 State Hwy 99W,2,4,6,1,0,0,,Tehama County
MS,1718463,2020-06-27T00:00:00Z,27,06,2020,Illinois,Peoria,1400 block of SW Jefferson St,0,4,4,0,0,0,,Peoria County
MS,1718238,2020-06-27T00:00:00Z,27,06,2020,New York,Brooklyn,Rockaway Pkwy and Ave B,0,4,4,0,0,0,,Kings County
MS,1719645,2020-06-27T00:00:00Z,27,06,2020,Arkansas,Blytheville,600 block of Parkway Dr,3,1,4,0,0,1,,Mississippi County
MS,1717828,2020-06-26T00:00:00Z,26,06,2020,Colorado,Aurora,698 Peoria St,0,5,5,0,0,0,,Adams County
MS,1718292,2020-06-26T00:00:00Z,26,06,2020,California,Fresno,Pico Ave,0,4,4,0,0,0,,Fresno County
MS,1717173,2020-06-26T00:00:00Z,26,06,2020,Arizona,Phoenix,5035 W McDowell Rd,0,4,4,0,0,0,,Maricopa County
MS,1717543,2020-06-25T00:00:00Z,25,06,2020,Pennsylvania,Philadelphia,Emerald St and E Atlantic St,0,4,4,0,0,0,,Philadelphia County
MS,1716944,2020-06-25T00:00:00Z,25,06,2020,Connecticut,Bridgeport,527 Huntington Rd,1,3,4,0,0,0,,Greater Bridgeport Planning Region
MS,1715616,2020-06-24T00:00:00Z,24,06,2020,Tennessee,Jackson,Melwood St,0,4,4,0,0,1,,Madison County
MS,1714504,2020-06-23T00:00:00Z,23,06,2020,Illinois,Chicago,9100 block of South Ellis Ave,0,4,4,0,0,0,,Cook County
MS,1715231,2020-06-23T00:00:00Z,23,06,2020,Florida,Lake Worth,Lantana Rd and Edgecliff Ave,0,5,5,0,0,0,,Palm Beach County
MS,1712342,2020-06-22T00:00:00Z,22,06,2020,North Carolina,Charlotte,1800 block of Beatties Ford Rd,4,5,9,0,0,0,,Mecklenburg County
MS,1713075,2020-06-22T00:00:00Z,22,06,2020,California,San Francisco,200 block of Leavenworth St,0,5,5,0,0,1,,San Francisco County
